Epoch,Training loss,Test loss,Test acc
1,2.1082,1.9411,0.5726
2,1.587,1.3475,0.709
3,0.9556,0.5394,0.861
4,0.4776,0.2897,0.9186
5,0.3531,0.1957,0.9417
6,0.2728,0.163,0.9519
7,0.232,0.1389,0.9564
8,0.2246,0.1329,0.9598
9,0.1669,0.1167,0.9611
10,0.1662,0.1064,0.9656
11,0.165,0.0995,0.9694
12,0.1485,0.092,0.9714
13,0.1314,0.085,0.9737
14,0.1352,0.0828,0.9753
15,0.1073,0.0762,0.9762
16,0.1152,0.0769,0.9764
17,0.1006,0.0737,0.9774
18,0.1154,0.0691,0.978
19,0.0952,0.0643,0.9783
20,0.1104,0.0613,0.9805
21,0.0813,0.0601,0.9809
22,0.0843,0.0557,0.9826
23,0.0921,0.0557,0.9824
24,0.0937,0.0546,0.9828
25,0.0754,0.0528,0.9835
26,0.0895,0.0504,0.984
27,0.069,0.051,0.9848
28,0.0667,0.0485,0.9849
29,0.0692,0.0471,0.9849
30,0.0734,0.0498,0.9836
31,0.0906,0.0503,0.984
32,0.0683,0.0468,0.9844
33,0.0722,0.0449,0.9853
34,0.0767,0.0456,0.9859
35,0.0654,0.0415,0.9868
36,0.0597,0.0405,0.9865
37,0.06,0.0401,0.9871
38,0.056,0.04,0.9868
39,0.0565,0.0405,0.9874
40,0.0557,0.0386,0.9872
41,0.0622,0.0402,0.9865
42,0.0459,0.0379,0.9872
43,0.0599,0.0374,0.9878
44,0.0634,0.0389,0.987
45,0.0584,0.036,0.989
46,0.0526,0.0351,0.9879
47,0.0376,0.034,0.9891
48,0.046,0.0353,0.9883
49,0.0457,0.0382,0.9879
50,0.0459,0.035,0.9876
51,0.0466,0.035,0.9879
52,0.0323,0.0336,0.9881
53,0.0492,0.034,0.9885
54,0.0301,0.0336,0.9891
55,0.0422,0.0336,0.9894
56,0.056,0.0342,0.9885
57,0.0416,0.0323,0.9893
58,0.0467,0.0329,0.9889
59,0.0384,0.033,0.989
60,0.0452,0.0317,0.9894
61,0.0513,0.0315,0.9896
62,0.0354,0.031,0.9892
63,0.036,0.0307,0.9897
64,0.0431,0.0295,0.9907
65,0.0402,0.0304,0.9898
66,0.0356,0.031,0.989
67,0.0375,0.0296,0.9898
68,0.0366,0.0296,0.9898
69,0.0569,0.0332,0.9889
70,0.037,0.0303,0.9903
71,0.0392,0.0304,0.9896
72,0.0298,0.0296,0.9901
73,0.0283,0.0292,0.99
74,0.0456,0.029,0.9903
75,0.0364,0.0292,0.9904
76,0.0304,0.0283,0.9907
77,0.0435,0.0281,0.9909
78,0.0254,0.0274,0.9902
79,0.0275,0.0277,0.9912
80,0.022,0.028,0.9909
81,0.0356,0.0272,0.9904
82,0.0321,0.0278,0.9902
83,0.025,0.0281,0.9907
84,0.0254,0.028,0.9903
85,0.0456,0.0274,0.9906
86,0.0228,0.0278,0.9907
87,0.0302,0.0269,0.991
88,0.0313,0.0271,0.991
89,0.0315,0.0274,0.9909
90,0.0396,0.0283,0.9904
91,0.0266,0.0302,0.9905
92,0.0351,0.0277,0.9911
93,0.0333,0.0272,0.9908
94,0.0198,0.0266,0.9911
95,0.0303,0.0257,0.9917
96,0.0389,0.0264,0.9912
97,0.0299,0.0262,0.9917
98,0.0224,0.0262,0.991
99,0.0273,0.0261,0.9916
100,0.0304,0.0259,0.9918
101,0.0264,0.0261,0.9919
102,0.0228,0.0256,0.9918
103,0.0344,0.0248,0.9921
104,0.0204,0.0255,0.992
105,0.0204,0.0253,0.9915
106,0.0295,0.0248,0.9917
107,0.0227,0.0243,0.9919
108,0.0217,0.0243,0.9916
109,0.0243,0.0245,0.9919
110,0.0235,0.0245,0.9915
111,0.0217,0.0244,0.9916
112,0.0182,0.0251,0.9912
113,0.0227,0.0249,0.9914
114,0.022,0.0239,0.9919
115,0.023,0.0252,0.991
116,0.0209,0.0242,0.9918
117,0.0228,0.0252,0.9917
118,0.0236,0.0262,0.9915
119,0.0224,0.0248,0.9916
120,0.0169,0.0246,0.9918
121,0.0238,0.0246,0.9915
122,0.0333,0.024,0.9917
123,0.0173,0.0246,0.9919
124,0.0141,0.0242,0.9916
125,0.0225,0.0234,0.9917
126,0.0206,0.0234,0.9913
127,0.0161,0.024,0.9917
128,0.0203,0.0244,0.9912
129,0.0263,0.025,0.992
130,0.0204,0.0248,0.9912
131,0.0162,0.0245,0.9916
132,0.0216,0.0249,0.9916
133,0.0161,0.0249,0.9917
134,0.022,0.0245,0.9909
135,0.0167,0.0239,0.9912
136,0.0157,0.024,0.9913
137,0.0214,0.0239,0.9916
138,0.0149,0.0245,0.9919
139,0.0193,0.0241,0.9917
140,0.0204,0.0237,0.9919
141,0.0174,0.0245,0.992
142,0.0167,0.0247,0.991
143,0.0165,0.0239,0.9917
144,0.0228,0.0239,0.9912
145,0.0294,0.0242,0.991
146,0.0166,0.0227,0.9923
147,0.0148,0.0224,0.9922
148,0.0177,0.0241,0.9922
149,0.0148,0.0235,0.9922
150,0.0131,0.0241,0.992
151,0.0153,0.0229,0.9923
152,0.014,0.0236,0.992
153,0.014,0.0232,0.9921
154,0.0182,0.0231,0.9918
155,0.0244,0.0224,0.9922
156,0.0149,0.0229,0.9919
157,0.0137,0.0237,0.9921
158,0.0182,0.0229,0.9918
159,0.0115,0.0231,0.9916
160,0.0159,0.0231,0.9919
161,0.0114,0.0228,0.9914
162,0.0132,0.023,0.9917
163,0.0101,0.0236,0.9922
164,0.0121,0.0238,0.9918
165,0.0106,0.024,0.9918
166,0.015,0.0239,0.9921
167,0.0111,0.0238,0.9913
168,0.0073,0.0237,0.9923
169,0.0206,0.0241,0.992
170,0.0093,0.0238,0.9915
171,0.0178,0.0236,0.9917
172,0.0203,0.0235,0.9918
173,0.0083,0.0228,0.9918
174,0.0079,0.023,0.9922
175,0.0119,0.0242,0.9925
176,0.0168,0.0237,0.992
177,0.0149,0.0237,0.9922
178,0.0122,0.0237,0.9923
179,0.0077,0.0238,0.9922
180,0.0113,0.0238,0.9923
181,0.0096,0.0239,0.9921
182,0.0197,0.0238,0.9923
183,0.0069,0.0235,0.9925
184,0.0092,0.0237,0.9924
185,0.0056,0.0239,0.9921
186,0.007,0.0232,0.9917
187,0.0159,0.0232,0.9916
188,0.0133,0.0235,0.9913
189,0.0112,0.0234,0.9917
190,0.0134,0.024,0.9922
