Epoch,Training loss,Test loss,Test acc
1,2.3199,2.2929,0.1194
2,2.3011,2.2782,0.1616
3,2.2852,2.264,0.1796
4,2.2733,2.2498,0.2029
5,2.2585,2.233,0.2532
6,2.2472,2.2127,0.3194
7,2.228,2.1887,0.3837
8,2.2098,2.1592,0.4713
9,2.1906,2.124,0.5542
10,2.1512,2.0769,0.5901
11,2.1242,2.0221,0.6319
12,2.0809,1.9563,0.673
13,2.0349,1.8787,0.7065
14,1.9537,1.7822,0.718
15,1.8934,1.6813,0.7285
16,1.8426,1.5805,0.7322
17,1.7558,1.4707,0.7409
18,1.6882,1.368,0.752
19,1.6099,1.2774,0.766
20,1.5477,1.1946,0.7591
21,1.4804,1.111,0.7708
22,1.431,1.0458,0.7883
23,1.3865,0.9848,0.7882
24,1.3386,0.927,0.8022
25,1.3185,0.8818,0.8062
26,1.2598,0.8395,0.8176
27,1.2236,0.801,0.8224
28,1.1933,0.7649,0.8274
29,1.1534,0.7283,0.8328
30,1.1304,0.7029,0.836
31,1.1077,0.6802,0.8415
32,1.0813,0.6559,0.8472
33,1.0514,0.6316,0.8528
34,1.0471,0.6182,0.852
35,1.024,0.5988,0.853
36,1.0009,0.5857,0.8616
37,1.0011,0.5694,0.8621
38,0.9542,0.5451,0.8682
39,0.9624,0.5415,0.8689
40,0.9211,0.5214,0.87
41,0.9096,0.5115,0.8725
42,0.8638,0.4937,0.8762
43,0.899,0.4925,0.8792
44,0.8649,0.4795,0.8783
45,0.85,0.468,0.8823
46,0.8246,0.4591,0.8798
47,0.8566,0.4552,0.886
48,0.819,0.444,0.8867
49,0.8033,0.4314,0.8893
50,0.8026,0.4264,0.8937
51,0.8258,0.4248,0.8961
52,0.7781,0.4137,0.8944
53,0.7757,0.4073,0.8941
54,0.7639,0.3992,0.8981
55,0.776,0.3986,0.8988
56,0.746,0.3834,0.8994
57,0.7108,0.3796,0.9009
58,0.7421,0.3756,0.9009
59,0.7327,0.3725,0.9044
60,0.7464,0.3696,0.9033
61,0.7185,0.361,0.9049
62,0.7155,0.3558,0.9064
63,0.6875,0.3491,0.9055
64,0.7126,0.3438,0.9081
65,0.6985,0.3429,0.9088
66,0.6945,0.3397,0.9095
67,0.6902,0.338,0.9087
68,0.6718,0.3295,0.9112
69,0.672,0.3256,0.9102
70,0.654,0.3256,0.911
71,0.6724,0.3186,0.9128
72,0.6205,0.3143,0.9131
73,0.6435,0.3097,0.9134
74,0.6542,0.3108,0.9142
75,0.6476,0.3097,0.9152
76,0.6243,0.3059,0.9157
77,0.6235,0.3032,0.9144
78,0.634,0.2981,0.916
79,0.6181,0.2959,0.9168
80,0.6171,0.293,0.9182
81,0.6171,0.29,0.9191
82,0.6001,0.2843,0.9202
83,0.5966,0.2833,0.9197
84,0.6029,0.2811,0.918
85,0.5974,0.2767,0.9199
86,0.599,0.2753,0.9194
87,0.5931,0.2748,0.9204
88,0.6029,0.2729,0.9226
89,0.6017,0.2727,0.9213
90,0.5839,0.2688,0.9235
91,0.5579,0.2638,0.9238
92,0.5734,0.2647,0.9231
93,0.5724,0.2628,0.9256
94,0.5811,0.2599,0.9248
95,0.5824,0.256,0.9254
96,0.5749,0.2547,0.9266
97,0.5535,0.2539,0.9256
98,0.5399,0.2518,0.928
99,0.5515,0.2524,0.9278
100,0.5432,0.2497,0.9275
101,0.525,0.246,0.9276
102,0.5379,0.2435,0.9289
103,0.5406,0.2424,0.9288
104,0.5222,0.2407,0.9293
105,0.5185,0.2371,0.931
106,0.536,0.2365,0.9298
107,0.519,0.2388,0.929
108,0.5302,0.235,0.9303
109,0.5256,0.2345,0.9317
110,0.5502,0.2354,0.9321
111,0.5174,0.2325,0.9319
112,0.5303,0.2324,0.9316
113,0.5145,0.2307,0.9331
114,0.5161,0.228,0.9319
115,0.507,0.2251,0.9338
116,0.5157,0.2242,0.9341
117,0.5126,0.2246,0.933
118,0.5185,0.2242,0.9346
119,0.4948,0.2207,0.9344
120,0.5081,0.2191,0.9344
121,0.498,0.2188,0.9355
122,0.4838,0.2173,0.9349
123,0.4975,0.2163,0.9351
124,0.4925,0.217,0.9354
125,0.4817,0.2143,0.9358
126,0.4964,0.2129,0.9366
127,0.4836,0.2105,0.9364
128,0.48,0.2095,0.937
129,0.4905,0.2085,0.9376
130,0.4792,0.2076,0.937
131,0.4842,0.2073,0.9377
132,0.468,0.2058,0.9376
133,0.4863,0.2064,0.9381
134,0.4619,0.2036,0.938
135,0.4601,0.2023,0.938
136,0.4575,0.2011,0.9381
137,0.4803,0.1997,0.9378
138,0.4666,0.2008,0.9394
139,0.4523,0.1993,0.9388
140,0.4614,0.1974,0.9392
141,0.4462,0.1974,0.9393
142,0.4841,0.1975,0.9402
143,0.4821,0.1967,0.9395
