Epoch,Training loss,Test loss,Test acc
1,1.9693,1.1102,0.7727
2,1.0918,0.5165,0.8632
3,0.7812,0.3452,0.9086
4,0.6468,0.2713,0.9229
5,0.5784,0.2281,0.9353
6,0.4795,0.1974,0.9403
7,0.4538,0.1796,0.9464
8,0.4079,0.1677,0.95
9,0.3854,0.1497,0.9545
10,0.3674,0.1417,0.9553
11,0.332,0.1337,0.959
12,0.3343,0.1251,0.9605
13,0.3021,0.122,0.962
14,0.3096,0.1123,0.9666
15,0.2909,0.1091,0.9668
16,0.2803,0.1066,0.966
17,0.266,0.1089,0.967
18,0.2626,0.1037,0.9679
19,0.2546,0.1007,0.9692
20,0.274,0.0947,0.9697
21,0.253,0.0943,0.9708
22,0.2434,0.0917,0.9712
23,0.2292,0.0909,0.9717
24,0.2376,0.0883,0.9728
25,0.2348,0.0853,0.973
26,0.2232,0.0856,0.9739
27,0.2213,0.0828,0.9739
28,0.2172,0.083,0.9752
29,0.2305,0.0781,0.9754
30,0.2159,0.0795,0.9752
31,0.2106,0.0813,0.9756
32,0.2137,0.0779,0.9763
33,0.1989,0.0779,0.9769
34,0.2004,0.0766,0.9758
35,0.1968,0.0727,0.9775
36,0.2002,0.0735,0.9769
37,0.1936,0.0743,0.9771
38,0.1924,0.073,0.9775
39,0.1784,0.0735,0.9776
40,0.1965,0.0705,0.9785
41,0.184,0.0716,0.9776
42,0.1708,0.0709,0.9782
43,0.1902,0.0698,0.9783
44,0.1713,0.0698,0.9792
45,0.1963,0.0672,0.9785
46,0.1817,0.0659,0.9795
47,0.1706,0.0676,0.9786
48,0.1796,0.0668,0.9792
49,0.1757,0.0655,0.9794
50,0.1598,0.0669,0.979
51,0.1621,0.0639,0.9799
52,0.1739,0.0631,0.9807
53,0.1638,0.065,0.9809
54,0.1747,0.0633,0.9811
55,0.1622,0.0639,0.981
56,0.1757,0.0598,0.9815
57,0.1583,0.0623,0.9806
58,0.1523,0.0623,0.9815
59,0.1537,0.0629,0.9816
60,0.1672,0.0597,0.9811
61,0.1549,0.0598,0.9822
62,0.1579,0.0584,0.9822
63,0.1644,0.0578,0.9823
64,0.1626,0.0579,0.9824
65,0.1415,0.0584,0.9827
66,0.1505,0.058,0.9827
67,0.1532,0.057,0.9827
68,0.1531,0.0573,0.9825
69,0.15,0.0573,0.9824
70,0.1424,0.0568,0.9822
71,0.1467,0.0566,0.9829
72,0.1426,0.0571,0.9828
73,0.1487,0.056,0.9827
74,0.1517,0.0555,0.9825
75,0.1402,0.0569,0.983
76,0.1547,0.0549,0.9843
77,0.1527,0.054,0.9837
78,0.1357,0.0544,0.9844
79,0.1361,0.0554,0.9837
80,0.1413,0.0537,0.9836
81,0.1363,0.0543,0.9838
82,0.1363,0.0533,0.9839
83,0.1431,0.0512,0.9843
84,0.1459,0.0511,0.9847
85,0.1474,0.0506,0.9843
86,0.1328,0.0527,0.9842
87,0.1364,0.0524,0.9847
88,0.1352,0.0513,0.9849
89,0.1319,0.0505,0.9837
90,0.1241,0.0513,0.9846
91,0.1241,0.0525,0.9842
92,0.1375,0.0516,0.9848
93,0.127,0.0496,0.985
94,0.1297,0.0494,0.9846
95,0.1227,0.0501,0.9848
96,0.1273,0.0488,0.9847
97,0.1299,0.0495,0.9856
98,0.1334,0.0497,0.9849
99,0.1298,0.0481,0.9853
100,0.1204,0.0493,0.9858
