Epoch,Training loss,Test loss,Test acc
1,1.3471,2.2398,0.2654
2,1.3504,2.1904,0.4157
3,1.0293,2.0766,0.5201
4,1.3647,2.0754,0.6448
5,0.9473,1.8552,0.4643
6,1.1926,1.8938,0.771
7,0.7636,1.5749,0.7359
8,0.9317,1.6515,0.7321
9,0.6026,1.3126,0.7344
10,0.7599,1.3274,0.7918
11,0.5232,1.1371,0.731
12,0.5743,1.0423,0.8393
13,0.4255,0.9268,0.8056
14,0.6296,0.9682,0.8223
15,0.3176,0.7717,0.8413
16,0.4626,0.7776,0.8176
17,0.4051,0.7143,0.8701
18,0.3893,0.6731,0.8892
19,0.2533,0.5886,0.8805
20,0.333,0.5888,0.8795
21,0.2928,0.5577,0.8722
22,0.2744,0.5281,0.8873
23,0.2701,0.4893,0.8977
24,0.2896,0.4766,0.8925
25,0.1837,0.4382,0.8956
26,0.2429,0.4302,0.8954
27,0.3046,0.4248,0.9099
28,0.1683,0.39,0.9098
29,0.1866,0.3798,0.9082
30,0.2402,0.3803,0.9103
31,0.1622,0.3693,0.9111
32,0.2282,0.3664,0.9112
33,0.1661,0.3389,0.9177
34,0.1668,0.3308,0.9153
35,0.1463,0.3159,0.9192
36,0.2087,0.3212,0.9184
37,0.1874,0.3206,0.9158
38,0.1591,0.3041,0.9221
39,0.1392,0.2945,0.9248
40,0.1564,0.2985,0.9205
41,0.1923,0.2922,0.9265
42,0.1342,0.2855,0.9273
43,0.1435,0.2782,0.9264
44,0.1213,0.267,0.93
45,0.121,0.2642,0.9292
46,0.1449,0.2639,0.93
47,0.0924,0.2609,0.9289
48,0.0949,0.2544,0.9314
49,0.1705,0.2515,0.9323
50,0.12,0.2462,0.9321
51,0.1044,0.2517,0.9289
52,0.1743,0.246,0.9311
53,0.1029,0.2359,0.9356
54,0.0987,0.2284,0.936
55,0.1056,0.2285,0.935
56,0.115,0.23,0.9349
57,0.0995,0.2235,0.9379
58,0.1139,0.2185,0.9402
59,0.1661,0.2268,0.9362
60,0.0861,0.2257,0.9369
61,0.1039,0.2238,0.9366
62,0.1036,0.2195,0.9401
63,0.1095,0.2156,0.9393
64,0.0787,0.2086,0.9403
65,0.097,0.2052,0.9401
66,0.0805,0.2022,0.9423
67,0.1111,0.2022,0.9425
68,0.1483,0.2117,0.9375
69,0.0791,0.2006,0.9407
70,0.0806,0.1973,0.9421
71,0.0804,0.1969,0.9412
72,0.0754,0.1883,0.9439
73,0.1137,0.193,0.9405
74,0.0749,0.1881,0.9438
75,0.1309,0.1898,0.9446
76,0.0881,0.1917,0.943
77,0.1295,0.1889,0.9449
78,0.0704,0.1849,0.9462
79,0.0716,0.1788,0.9475
80,0.082,0.1777,0.9474
81,0.0647,0.1771,0.9474
82,0.1442,0.1788,0.9481
83,0.0781,0.1751,0.948
84,0.0646,0.1777,0.9483
85,0.1197,0.1754,0.9469
86,0.0676,0.1711,0.948
87,0.0627,0.1686,0.9496
88,0.0784,0.1661,0.9502
89,0.0629,0.1642,0.9505
90,0.1128,0.1678,0.9491
91,0.0617,0.1647,0.9503
92,0.0749,0.1652,0.9509
93,0.0671,0.1589,0.9518
94,0.0708,0.1648,0.9485
95,0.0602,0.1628,0.9501
96,0.1037,0.1597,0.9514
97,0.0644,0.1551,0.9524
98,0.0793,0.1559,0.9528
99,0.0661,0.1532,0.9544
100,0.0872,0.1532,0.9546
101,0.0629,0.1512,0.9549
102,0.0655,0.1505,0.9538
103,0.0581,0.1486,0.9553
104,0.0974,0.1496,0.9539
105,0.0546,0.1477,0.9546
106,0.0828,0.1535,0.9523
107,0.0615,0.1475,0.9553
108,0.1108,0.1459,0.957
109,0.0581,0.1447,0.9569
110,0.0587,0.145,0.9553
111,0.0553,0.141,0.9565
112,0.0503,0.1406,0.9569
113,0.0801,0.1457,0.9539
