Epoch,Training loss,Test loss,Test acc
1,1.0708,0.5284,0.9033
2,0.2099,0.1505,0.954
3,0.0918,0.1239,0.9629
4,0.1013,0.1044,0.9673
5,0.0617,0.0888,0.9731
6,0.0662,0.0887,0.973
7,0.0366,0.071,0.9784
8,0.0468,0.0666,0.9805
9,0.0329,0.061,0.9815
10,0.0277,0.0599,0.9808
11,0.0315,0.0577,0.982
12,0.0233,0.0548,0.9825
13,0.0271,0.0516,0.9835
14,0.0241,0.0506,0.9847
15,0.0238,0.049,0.9848
16,0.0198,0.0472,0.9849
17,0.0194,0.0467,0.9855
18,0.0186,0.0463,0.9854
19,0.0209,0.0441,0.9863
20,0.0267,0.0442,0.9857
21,0.0189,0.0411,0.9874
22,0.0186,0.0404,0.9875
23,0.0206,0.0407,0.9871
24,0.0161,0.0394,0.988
25,0.0154,0.0384,0.9875
26,0.0178,0.0378,0.9876
27,0.0141,0.038,0.9877
28,0.0126,0.0375,0.9886
29,0.0155,0.0365,0.9885
30,0.0162,0.036,0.9885
31,0.0131,0.0335,0.989
32,0.0106,0.0345,0.9895
33,0.0161,0.0357,0.9887
34,0.0148,0.0349,0.9884
35,0.0127,0.0354,0.9888
36,0.0099,0.0338,0.9894
37,0.0089,0.0341,0.989
38,0.0118,0.0336,0.9895
39,0.0127,0.0329,0.9902
40,0.0167,0.0323,0.9895
41,0.0084,0.0325,0.99
42,0.0098,0.0309,0.9902
43,0.009,0.0303,0.9908
44,0.0122,0.0301,0.9903
45,0.011,0.0313,0.9901
46,0.0097,0.0309,0.9904
47,0.0104,0.0298,0.9905
48,0.0097,0.0294,0.9902
49,0.0106,0.0291,0.9908
50,0.01,0.0296,0.9906
51,0.0085,0.0303,0.99
52,0.0075,0.0299,0.9905
53,0.0102,0.0292,0.9903
54,0.0069,0.0292,0.9907
55,0.0056,0.03,0.9908
56,0.0096,0.029,0.9906
57,0.0083,0.0292,0.9907
58,0.0141,0.0298,0.9905
59,0.0097,0.0291,0.9905
60,0.0066,0.0294,0.9908
61,0.0053,0.0287,0.9912
62,0.0083,0.0288,0.9915
63,0.0064,0.0283,0.9917
64,0.0075,0.0276,0.9914
65,0.0087,0.0285,0.9914
66,0.0081,0.0288,0.9905
67,0.0074,0.0287,0.9911
68,0.0108,0.0289,0.9912
69,0.0056,0.0291,0.9911
70,0.0069,0.0289,0.9915
71,0.005,0.0287,0.9918
72,0.0065,0.0283,0.9919
73,0.0048,0.0281,0.9916
74,0.0052,0.0279,0.992
75,0.0048,0.0286,0.9912
76,0.0069,0.0275,0.9922
77,0.0052,0.0285,0.9913
78,0.0065,0.0279,0.9919
79,0.0064,0.0268,0.9917
80,0.0042,0.0271,0.9916
81,0.0078,0.0269,0.9915
82,0.0031,0.0265,0.9913
83,0.0057,0.0262,0.9918
84,0.0049,0.0264,0.9918
85,0.0049,0.0272,0.9915
86,0.0098,0.0276,0.9913
87,0.0032,0.0268,0.9917
88,0.0069,0.0272,0.9913
89,0.0042,0.027,0.9916
90,0.0033,0.0269,0.9913
91,0.0048,0.0276,0.9916
92,0.0063,0.0272,0.9913
93,0.0052,0.0274,0.9913
94,0.003,0.028,0.9914
95,0.0038,0.0276,0.9915
96,0.0056,0.0276,0.9913
97,0.0036,0.027,0.9911
98,0.0032,0.0279,0.9914
99,0.0052,0.0285,0.9913
100,0.0032,0.0278,0.9917
101,0.0038,0.0272,0.9917
102,0.0096,0.0276,0.9916
103,0.0047,0.0276,0.9916
104,0.0039,0.0282,0.9919
105,0.0055,0.0282,0.9914
106,0.0046,0.0281,0.9916
107,0.0029,0.0279,0.9915
108,0.0021,0.0285,0.9917
