Epoch,Training loss,Test loss,Test acc
1,1.9718,1.5704,0.6432
2,0.9547,0.5181,0.8515
3,0.2881,0.2301,0.935
4,0.1757,0.1901,0.9437
5,0.139,0.164,0.9502
6,0.1104,0.1409,0.9562
7,0.0863,0.1255,0.9616
8,0.0993,0.1166,0.9648
9,0.0642,0.1088,0.9676
10,0.1067,0.1035,0.9691
11,0.0467,0.0942,0.971
12,0.0723,0.1021,0.9703
13,0.0434,0.0832,0.9738
14,0.0401,0.0791,0.9763
15,0.076,0.083,0.9739
16,0.028,0.0732,0.9777
17,0.0398,0.0713,0.9781
18,0.0272,0.0697,0.9794
19,0.0347,0.0671,0.9794
20,0.0269,0.0646,0.9798
21,0.0171,0.0643,0.9814
22,0.0185,0.0629,0.9805
23,0.0975,0.0858,0.9734
24,0.0245,0.0585,0.981
25,0.0192,0.0579,0.9813
26,0.0178,0.0563,0.9825
27,0.0194,0.0539,0.9827
28,0.0323,0.0569,0.9825
29,0.0515,0.0561,0.9815
30,0.0175,0.0518,0.9834
31,0.0147,0.0513,0.9836
32,0.0143,0.0517,0.9833
33,0.0123,0.0513,0.9842
34,0.0312,0.0524,0.9828
35,0.0592,0.0623,0.9801
36,0.0155,0.0514,0.9832
37,0.0118,0.051,0.9838
38,0.0121,0.0485,0.984
39,0.0327,0.0528,0.9837
40,0.0126,0.0467,0.9844
41,0.0122,0.0469,0.9843
42,0.0098,0.0461,0.9849
43,0.0083,0.0468,0.9848
44,0.0744,0.0546,0.9832
45,0.0122,0.046,0.9853
46,0.0136,0.0423,0.9864
47,0.0119,0.0432,0.9862
48,0.0084,0.0432,0.9863
49,0.0085,0.0429,0.9859
50,0.0083,0.0428,0.986
51,0.0247,0.0424,0.9866
52,0.0216,0.0432,0.9867
53,0.008,0.045,0.9859
54,0.0076,0.0421,0.9862
55,0.0083,0.0405,0.9867
56,0.0079,0.0415,0.9867
57,0.007,0.042,0.9862
58,0.0587,0.0537,0.9829
59,0.0116,0.0412,0.9869
60,0.0107,0.0393,0.9872
61,0.0067,0.0397,0.9868
62,0.0084,0.0401,0.9867
63,0.0067,0.0401,0.9866
64,0.0063,0.0399,0.987
65,0.0078,0.0392,0.9874
66,0.0078,0.0405,0.9875
67,0.0069,0.0398,0.9875
68,0.1809,0.102,0.9665
69,0.015,0.0436,0.9857
70,0.0116,0.0405,0.9866
71,0.0101,0.0396,0.9867
72,0.0084,0.0386,0.9871
73,0.0071,0.0388,0.9872
74,0.0067,0.0386,0.9871
75,0.0072,0.0394,0.987
76,0.0069,0.0384,0.9878
77,0.0072,0.0379,0.9874
78,0.006,0.0381,0.9875
79,0.0064,0.0383,0.9878
80,0.0046,0.0373,0.9878
81,0.007,0.0376,0.9882
82,0.0053,0.0382,0.9879
83,0.005,0.0382,0.9882
84,0.0051,0.0379,0.9885
85,0.0048,0.038,0.9883
86,0.0092,0.0368,0.9886
87,0.0053,0.0361,0.9889
88,0.0041,0.0368,0.9889
89,0.0056,0.0375,0.9882
90,0.0046,0.0368,0.9889
91,0.0047,0.0369,0.9887
92,0.0041,0.0373,0.9886
93,0.0045,0.0359,0.9892
94,0.2463,0.0981,0.9695
95,0.0145,0.0437,0.9866
96,0.0108,0.0399,0.9874
97,0.009,0.0388,0.9875
98,0.0072,0.0388,0.9876
99,0.0083,0.0379,0.9886
100,0.0066,0.0374,0.9886
101,0.006,0.0371,0.9884
102,0.0054,0.0365,0.9889
103,0.0063,0.0369,0.9892
104,0.0046,0.0374,0.9889
105,0.0053,0.0366,0.9893
106,0.0048,0.0371,0.9889
107,0.006,0.0364,0.9887
108,0.0049,0.0356,0.9896
109,0.005,0.037,0.9889
110,0.0048,0.0358,0.9888
111,0.0037,0.0365,0.989
112,0.0049,0.0367,0.9889
113,0.0039,0.036,0.9898
114,0.0044,0.0361,0.9894
115,0.0038,0.0368,0.9892
116,0.0049,0.0366,0.9895
117,0.0047,0.0361,0.9895
118,0.0035,0.0345,0.9895
119,0.0031,0.0342,0.9893
120,0.0056,0.0342,0.9893
121,0.003,0.0343,0.9897
122,0.0042,0.0342,0.9903
123,0.0044,0.0356,0.9891
124,0.004,0.0343,0.9899
125,0.0037,0.034,0.9891
126,0.0032,0.0344,0.9896
127,0.0034,0.0348,0.9897
128,0.0028,0.0352,0.9906
129,0.004,0.0339,0.9897
130,0.0029,0.0347,0.9897
131,0.0034,0.0347,0.99
132,0.0032,0.0355,0.99
133,0.003,0.0358,0.9898
134,0.1726,0.104,0.9713
135,0.0095,0.0392,0.988
136,0.0047,0.0375,0.9886
137,0.0047,0.0364,0.9886
138,0.0054,0.0356,0.9892
139,0.004,0.036,0.9889
140,0.0041,0.0349,0.9895
141,0.0039,0.0352,0.9894
142,0.0043,0.0353,0.9895
143,0.0037,0.0341,0.9898
144,0.0041,0.0342,0.9893
145,0.0035,0.0352,0.9893
146,0.0041,0.0348,0.9897
147,0.0036,0.0349,0.9903
148,0.0034,0.0345,0.9902
149,0.0036,0.0352,0.9893
150,0.003,0.0347,0.9898
151,0.003,0.0348,0.9899
152,0.003,0.0348,0.9901
153,0.0038,0.0358,0.9898
154,0.0026,0.0353,0.9898
155,0.0031,0.0352,0.9896
156,0.0031,0.0353,0.9896
157,0.0035,0.0351,0.99
158,0.0196,0.038,0.99
159,0.0031,0.0355,0.9905
160,0.0031,0.0363,0.9899
161,0.003,0.0351,0.9899
162,0.003,0.0357,0.9903
163,0.0029,0.0357,0.9903
164,0.0026,0.0353,0.9901
165,0.0032,0.036,0.9895
166,0.0031,0.0347,0.9901
167,0.0032,0.0338,0.9902
168,0.0061,0.0348,0.9902
169,0.0041,0.0346,0.9901
170,0.0026,0.0359,0.9903
171,0.0025,0.035,0.9899
172,0.0035,0.0346,0.99
173,0.0028,0.0344,0.9903
174,0.0022,0.0339,0.9901
175,0.0031,0.0348,0.9898
176,0.0025,0.035,0.9902
177,0.0025,0.035,0.9901
178,0.0023,0.0354,0.9898
179,0.0027,0.0345,0.9905
180,0.0035,0.0342,0.9903
181,0.0029,0.0339,0.9907
182,0.0023,0.0337,0.9905
183,0.0022,0.034,0.9903
184,0.0026,0.0334,0.9903
185,0.0031,0.0334,0.9901
186,0.0146,0.0353,0.9906
187,0.0022,0.0343,0.99
188,0.0028,0.0348,0.9907
189,0.002,0.0351,0.9906
190,0.0024,0.0346,0.9906
191,0.002,0.0349,0.9902
192,0.0033,0.035,0.9901
193,0.0018,0.0344,0.9905
194,0.0031,0.0331,0.9905
195,0.0024,0.0335,0.9908
196,0.0022,0.0337,0.9907
197,0.0019,0.0338,0.9909
198,0.0025,0.0342,0.9909
199,0.0026,0.0338,0.9906
200,0.0024,0.0334,0.9904
201,0.0026,0.034,0.9903
202,0.0022,0.0338,0.9905
203,0.0016,0.0333,0.9905
204,0.0019,0.0341,0.9904
205,0.002,0.0339,0.9905
206,0.0036,0.0342,0.9905
207,0.0021,0.0338,0.9904
208,0.0026,0.0337,0.9905
209,0.0018,0.0339,0.9905
210,0.0018,0.034,0.9906
211,0.0019,0.0339,0.9904
212,0.0019,0.0346,0.9904
213,0.0019,0.0349,0.991
214,0.0016,0.0351,0.9908
215,0.0023,0.0343,0.9905
216,0.0021,0.0331,0.9905
217,0.0022,0.0339,0.9907
218,0.0041,0.0334,0.9911
219,0.0017,0.0341,0.9905
220,0.0019,0.0338,0.9909
221,0.0023,0.0335,0.9906
222,0.002,0.0338,0.9906
223,0.0021,0.0339,0.9908
224,0.0017,0.0337,0.9911
225,0.0026,0.034,0.9906
226,0.0015,0.0342,0.9903
227,0.0028,0.0342,0.9909
228,0.0018,0.035,0.9905
229,0.0018,0.0337,0.991
230,0.0022,0.034,0.9911
231,0.0017,0.0344,0.9906
232,0.0019,0.0341,0.9909
233,0.0018,0.0346,0.9908
234,0.0016,0.0337,0.9909
235,0.0013,0.0345,0.9908
236,0.0019,0.0339,0.9912
237,0.0023,0.0344,0.9911
238,0.0017,0.0349,0.991
239,0.0014,0.0344,0.9912
240,0.0014,0.0348,0.9911
241,0.0022,0.0344,0.9908
242,0.0018,0.0345,0.9908
243,0.0014,0.0356,0.9905
244,0.0019,0.0343,0.9908
245,0.002,0.0347,0.991
246,0.0017,0.0351,0.9904
247,0.0013,0.0362,0.9904
248,0.002,0.0354,0.9908
249,0.0015,0.0344,0.9912
250,0.0027,0.0333,0.991
251,0.0016,0.0339,0.9908
252,0.0021,0.0338,0.9906
253,0.0017,0.0347,0.9909
254,0.003,0.0339,0.9915
255,0.0042,0.033,0.9914
256,0.0017,0.0335,0.9909
257,0.0017,0.0337,0.9904
258,0.0019,0.0332,0.9911
259,0.0019,0.034,0.9914
260,0.0012,0.0339,0.9912
