Epoch,Training loss,Test loss,Test acc,Time,,,,,,,,,
1542,0.5125,2.3936,0.5237,,,,,,,,,,
1543,0.505,2.3936,0.5238,,,,,,,,,,
1544,0.5282,2.3936,0.5238,,,,,,,,,,
1545,0.5113,2.3936,0.5238,,,,,,,,,,
1546,0.5094,2.3936,0.5238,,,,,,,,,,
1547,0.5449,2.3936,0.5238,,,,,,,,,,
1548,0.5313,2.3935,0.5238,,,,,,,,,,
1549,0.501,2.3936,0.5238,,,,,,,,,,
1550,0.5247,2.3936,0.5238,,,,,,,,,,
1551,0.5221,2.3936,0.5238,,,,,,,,,,
1552,0.4958,2.3936,0.5238,,,,,,,,,,
1553,0.5343,2.3936,0.5238,,,,,,,,,,
1554,0.5301,2.3936,0.5237,,,,,,,,,,
1555,0.491,2.3936,0.5238,,,,,,,,,,
1556,0.5436,2.3935,0.5238,,,,,,,,,,
1557,0.5245,2.3936,0.5238,,,,,,,,,,
1558,0.4996,2.3936,0.5238,,,,,,,,,,
1559,0.5108,2.3936,0.5238,,,,,,,,,,
1560,0.4955,2.3936,0.5238,,,,,,,,,,
1561,0.4767,2.3936,0.5238,,,,,,,,,,
1562,0.5614,2.3936,0.5238,,,,,,,,,,
1563,0.5507,2.3936,0.5238,,,,,,,,,,
1564,0.5375,2.3936,0.5238,,,,,,,,,,
1565,0.5209,2.3936,0.5237,,,,,,,,,,
1566,0.4704,2.3936,0.5238,,,,,,,,,,
1567,0.4962,2.3936,0.5238,,,,,,,,,,
1568,0.5417,2.3936,0.5238,,,,,,,,,,
1569,0.5166,2.3936,0.5238,,,,,,,,,,
1570,0.5424,2.3936,0.5238,,,,,,,,,,
1571,0.4789,2.3936,0.5238,,,,,,,,,,
1572,0.546,2.3935,0.5238,,,,,,,,,,
1573,0.4825,2.3935,0.5238,,,,,,,,,,
1574,0.5422,2.3935,0.5238,,,,,,,,,,
1575,0.5304,2.3935,0.5238,,,,,,,,,,
1576,0.5059,2.3935,0.5238,,,,,,,,,,
1577,0.5091,2.3935,0.5238,,,,,,,,,,
1578,0.5048,2.3935,0.5238,,,,,,,,,,
1579,0.5515,2.3935,0.5238,,,,,,,,,,
1580,0.5204,2.3936,0.5238,,,,,,,,,,
1581,0.5482,2.3936,0.5238,,,,,,,,,,
1582,0.4768,2.3935,0.5238,,,,,,,,,,
1583,0.4971,2.3935,0.5238,,,,,,,,,,
1584,0.5366,2.3935,0.5238,,,,,,,,,,
1585,0.5413,2.3935,0.5238,,,,,,,,,,
1586,0.5377,2.3935,0.5238,,,,,,,,,,
1587,0.507,2.3936,0.5238,,,,,,,,,,
1588,0.5361,2.3936,0.5238,,,,,,,,,,
1589,0.4853,2.3936,0.5238,,,,,,,,,,
1590,0.5248,2.3936,0.5238,,,,,,,,,,
1591,0.4926,2.3936,0.5238,,,,,,,,,,
1592,0.5016,2.3936,0.5238,,,,,,,,,,
1593,0.5518,2.3936,0.5238,,,,,,,,,,
1594,0.5358,2.3936,0.5238,,,,,,,,,,
1595,0.5213,2.3935,0.5238,,,,,,,,,,
1596,0.5194,2.3935,0.5238,,,,,,,,,,
1597,0.5103,2.3936,0.5238,,,,,,,,,,
1598,0.5573,2.3935,0.5238,,,,,,,,,,
1599,0.4754,2.3935,0.5238,,,,,,,,,,
1600,0.5321,2.3936,0.5238,,,,,,,,,,
1601,0.5027,2.3935,0.5238,,,,,,,,,,
1602,0.5303,2.3935,0.5238,,,,,,,,,,
1603,0.4787,2.3935,0.5238,,,,,,,,,,
1604,0.5019,2.3935,0.5238,,,,,,,,,,
1605,0.4798,2.3935,0.5238,,,,,,,,,,
1606,0.5301,2.3936,0.5238,,,,,,,,,,
1607,0.4983,2.3935,0.5238,,,,,,,,,,
1608,0.5332,2.3935,0.5238,,,,,,,,,,
1609,0.4919,2.3935,0.5238,,,,,,,,,,
1610,0.5245,2.3935,0.5238,,,,,,,,,,
1611,0.5295,2.3935,0.5238,,,,,,,,,,
1612,0.5696,2.3935,0.5238,,,,,,,,,,
1613,0.547,2.3935,0.5238,,,,,,,,,,
1614,0.5389,2.3935,0.5238,,,,,,,,,,
1615,0.4981,2.3936,0.5238,,,,,,,,,,
1616,0.5403,2.3936,0.5238,,,,,,,,,,
1617,0.4757,2.3936,0.5238,,,,,,,,,,
1618,0.5217,2.3935,0.5238,,,,,,,,,,
1619,0.5018,2.3936,0.5238,,,,,,,,,,
1620,0.5187,2.3936,0.5238,,,,,,,,,,
1621,0.5255,2.3936,0.5238,,,,,,,,,,
1622,0.5295,2.3935,0.5238,,,,,,,,,,
1623,0.5106,2.3935,0.5238,,,,,,,,,,
1624,0.5279,2.3936,0.5238,,,,,,,,,,
1625,0.4871,2.3936,0.5238,,,,,,,,,,
1626,0.4918,2.3935,0.5238,,,,,,,,,,
1627,0.5465,2.3936,0.5238,,,,,,,,,,
1628,0.5207,2.3935,0.5238,,,,,,,,,,
1629,0.5171,2.3935,0.5238,,,,,,,,,,
1630,0.5772,2.3935,0.5238,,,,,,,,,,
1631,0.5142,2.3935,0.5238,,,,,,,,,,
1632,0.5131,2.3935,0.5238,,,,,,,,,,
1633,0.5133,2.3935,0.5238,,,,,,,,,,
1634,0.5318,2.3935,0.5238,,,,,,,,,,
1635,0.5101,2.3935,0.5238,,,,,,,,,,
1636,0.5133,2.3935,0.5238,,,,,,,,,,
1637,0.5292,2.3935,0.5238,,,,,,,,,,
1638,0.4823,2.3935,0.5238,,,,,,,,,,
1639,0.5266,2.3935,0.5238,,,,,,,,,,
1640,0.5179,2.3936,0.5238,,,,,,,,,,
1641,0.4648,2.3936,0.5238,,,,,,,,,,
1642,0.5278,2.3936,0.5238,,,,,,,,,,
1643,0.5132,2.3936,0.5238,,,,,,,,,,
1644,0.4738,2.3936,0.5238,,,,,,,,,,
1645,0.5073,2.3936,0.5238,,,,,,,,,,
1646,0.4952,2.3935,0.5238,,,,,,,,,,
1647,0.5262,2.3936,0.5238,,,,,,,,,,
1648,0.4762,2.3936,0.5238,,,,,,,,,,
1649,0.5015,2.3935,0.5238,,,,,,,,,,
1650,0.52,2.3935,0.5238,,,,,,,,,,
1651,0.519,2.3935,0.5238,,,,,,,,,,
1652,0.5167,2.3935,0.5238,,,,,,,,,,
1653,0.496,2.3935,0.5238,,,,,,,,,,
1654,0.4708,2.3935,0.5238,,,,,,,,,,
1655,0.526,2.3936,0.5238,,,,,,,,,,
1656,0.4912,2.3935,0.5238,,,,,,,,,,
1657,0.5313,2.3936,0.5238,,,,,,,,,,
1658,0.5207,2.3936,0.5238,,,,,,,,,,
1659,0.5066,2.3936,0.5238,,,,,,,,,,
1660,0.5294,2.3936,0.5238,,,,,,,,,,
1661,0.5051,2.3935,0.5238,,,,,,,,,,
1662,0.5683,2.3935,0.5238,,,,,,,,,,
1663,0.4914,2.3935,0.5238,,,,,,,,,,
1664,0.5173,2.3935,0.5238,,,,,,,,,,
1665,0.4938,2.3935,0.5238,,,,,,,,,,
1666,0.523,2.3935,0.5238,,,,,,,,,,
1667,0.5447,2.3936,0.5238,,,,,,,,,,
1668,0.4941,2.3936,0.5238,,,,,,,,,,
1669,0.5066,2.3935,0.5238,,,,,,,,,,
1670,0.5506,2.3935,0.5238,,,,,,,,,,
1671,0.5411,2.3935,0.5238,,,,,,,,,,
1672,0.5467,2.3935,0.5238,,,,,,,,,,
1673,0.5104,2.3935,0.5238,,,,,,,,,,
1674,0.5592,2.3935,0.5238,,,,,,,,,,
1675,0.525,2.3935,0.5238,,,,,,,,,,
1676,0.5307,2.3935,0.5238,,,,,,,,,,
1677,0.5717,2.3935,0.5238,,,,,,,,,,
1678,0.5244,2.3935,0.5238,,,,,,,,,,
1679,0.474,2.3935,0.5238,,,,,,,,,,
1680,0.5361,2.3935,0.5238,,,,,,,,,,
1681,0.5012,2.3935,0.5238,,,,,,,,,,
1682,0.5131,2.3935,0.5238,,,,,,,,,,
1683,0.5006,2.3935,0.5238,,,,,,,,,,
1684,0.4965,2.3935,0.5238,,,,,,,,,,
1685,0.5208,2.3935,0.5237,,,,,,,,,,
1686,0.5116,2.3935,0.5238,,,,,,,,,,
1687,0.5454,2.3936,0.5238,,,,,,,,,,
1688,0.4838,2.3935,0.5238,,,,,,,,,,
1689,0.526,2.3935,0.5237,,,,,,,,,,
1690,0.4911,2.3936,0.5237,,,,,,,,,,
1691,0.5557,2.3935,0.5237,,,,,,,,,,
1692,0.5733,2.3936,0.5237,,,,,,,,,,
1693,0.4922,2.3936,0.5237,,,,,,,,,,
1694,0.478,2.3936,0.5237,,,,,,,,,,
1695,0.5301,2.3936,0.5237,,,,,,,,,,
1696,0.5353,2.3935,0.5237,,,,,,,,,,
1697,0.5831,2.3936,0.5237,,,,,,,,,,
1698,0.5375,2.3935,0.5238,,,,,,,,,,
1699,0.451,2.3935,0.5237,,,,,,,,,,
1700,0.5049,2.3935,0.5237,,,,,,,,,,
1701,0.4979,2.3935,0.5237,,,,,,,,,,
1702,0.4756,2.3935,0.5237,,,,,,,,,,
1703,0.543,2.3935,0.5237,,,,,,,,,,
1704,0.5091,2.3935,0.5237,,,,,,,,,,
1705,0.5246,2.3935,0.5238,,,,,,,,,,
1706,0.5342,2.3935,0.5238,,,,,,,,,,
1707,0.5071,2.3936,0.5237,,,,,,,,,,
1708,0.5277,2.3936,0.5238,,,,,,,,,,
1709,0.4874,2.3935,0.5238,,,,,,,,,,
1710,0.5354,2.3935,0.5238,,,,,,,,,,
1711,0.4896,2.3935,0.5238,,,,,,,,,,
1712,0.4956,2.3935,0.5238,,,,,,,,,,
1713,0.5198,2.3935,0.5238,,,,,,,,,,
1714,0.5537,2.3935,0.5238,,,,,,,,,,
1715,0.5535,2.3935,0.5238,,,,,,,,,,
1716,0.5211,2.3935,0.5238,,,,,,,,,,
1717,0.5085,2.3935,0.5238,,,,,,,,,,
1718,0.528,2.3935,0.5238,,,,,,,,,,
1719,0.5268,2.3935,0.5238,,,,,,,,,,
1720,0.4924,2.3935,0.5238,,,,,,,,,,
1721,0.5431,2.3935,0.5238,,,,,,,,,,
1722,0.5068,2.3935,0.5238,,,,,,,,,,
1723,0.4988,2.3935,0.5238,,,,,,,,,,
1724,0.5494,2.3935,0.5238,,,,,,,,,,
1725,0.5104,2.3935,0.5237,,,,,,,,,,
1726,0.5336,2.3935,0.5238,,,,,,,,,,
1727,0.513,2.3935,0.5237,,,,,,,,,,
1728,0.4963,2.3935,0.5238,,,,,,,,,,
1729,0.4661,2.3935,0.5237,,,,,,,,,,
1730,0.4772,2.3935,0.5237,,,,,,,,,,
1731,0.5797,2.3936,0.5238,,,,,,,,,,
1732,0.5168,2.3935,0.5237,,,,,,,,,,
1733,0.4728,2.3936,0.5237,,,,,,,,,,
1734,0.515,2.3936,0.5237,,,,,,,,,,
1735,0.5401,2.3935,0.5237,,,,,,,,,,
1736,0.5375,2.3936,0.5237,,,,,,,,,,
1737,0.5186,2.3936,0.5237,,,,,,,,,,
1738,0.5373,2.3936,0.5238,,,,,,,,,,
1739,0.5131,2.3935,0.5237,,,,,,,,,,
1740,0.529,2.3935,0.5237,,,,,,,,,,
1741,0.4997,2.3936,0.5238,,,,,,,,,,
1742,0.5668,2.3935,0.5238,,,,,,,,,,
1743,0.5327,2.3935,0.5238,,,,,,,,,,
1744,0.5516,2.3935,0.5238,,,,,,,,,,
1745,0.4782,2.3935,0.5238,,,,,,,,,,
1746,0.5184,2.3935,0.5238,,,,,,,,,,
1747,0.5498,2.3935,0.5238,,,,,,,,,,
1748,0.5353,2.3935,0.5238,,,,,,,,,,
1749,0.5087,2.3935,0.5237,,,,,,,,,,
1750,0.4884,2.3935,0.5238,,,,,,,,,,
1751,0.5362,2.3936,0.5237,,,,,,,,,,
1752,0.5132,2.3936,0.5237,,,,,,,,,,
1753,0.5452,2.3935,0.5237,,,,,,,,,,
1754,0.4992,2.3935,0.5237,,,,,,,,,,
1755,0.4975,2.3935,0.5237,,,,,,,,,,
1756,0.5363,2.3935,0.5237,,,,,,,,,,
1757,0.5118,2.3935,0.5237,,,,,,,,,,
1758,0.4856,2.3935,0.5237,,,,,,,,,,
1759,0.5726,2.3935,0.5237,,,,,,,,,,
1760,0.4896,2.3935,0.5237,,,,,,,,,,
1761,0.5226,2.3935,0.5237,,,,,,,,,,
1762,0.4891,2.3936,0.5237,,,,,,,,,,
1763,0.5453,2.3935,0.5238,,,,,,,,,,
1764,0.5287,2.3935,0.5238,,,,,,,,,,
1765,0.4787,2.3935,0.5237,,,,,,,,,,
1766,0.5056,2.3935,0.5237,,,,,,,,,,
1767,0.4909,2.3935,0.5237,,,,,,,,,,
1768,0.535,2.3936,0.5237,,,,,,,,,,
1769,0.4963,2.3935,0.5237,,,,,,,,,,
1770,0.5176,2.3935,0.5237,,,,,,,,,,
1771,0.5318,2.3935,0.5237,,,,,,,,,,
1772,0.5283,2.3936,0.5237,,,,,,,,,,
1773,0.4973,2.3935,0.5237,,,,,,,,,,
1774,0.4502,2.3935,0.5237,,,,,,,,,,
1775,0.5608,2.3935,0.5237,,,,,,,,,,
1776,0.5245,2.3935,0.5237,,,,,,,,,,
1777,0.4866,2.3935,0.5237,,,,,,,,,,
1778,0.4605,2.3935,0.5237,,,,,,,,,,
1779,0.5349,2.3935,0.5237,,,,,,,,,,
1780,0.4818,2.3935,0.5237,,,,,,,,,,
1781,0.5295,2.3935,0.5237,,,,,,,,,,
1782,0.5116,2.3935,0.5237,,,,,,,,,,
1783,0.4875,2.3935,0.5237,,,,,,,,,,
1784,0.4676,2.3935,0.5237,,,,,,,,,,
1785,0.5584,2.3935,0.5237,,,,,,,,,,
1786,0.4936,2.3935,0.5237,,,,,,,,,,
1787,0.512,2.3935,0.5237,,,,,,,,,,
1788,0.5517,2.3935,0.5237,,,,,,,,,,
1789,0.5208,2.3935,0.5237,,,,,,,,,,
1790,0.5182,2.3935,0.5237,,,,,,,,,,
1791,0.5536,2.3935,0.5237,,,,,,,,,,
1792,0.5013,2.3935,0.5237,,,,,,,,,,
1793,0.4989,2.3935,0.5237,,,,,,,,,,
1794,0.5407,2.3935,0.5237,,,,,,,,,,
1795,0.5165,2.3935,0.5237,,,,,,,,,,
1796,0.5408,2.3935,0.5237,,,,,,,,,,
1797,0.5037,2.3935,0.5237,,,,,,,,,,
1798,0.5177,2.3935,0.5237,,,,,,,,,,
1799,0.4952,2.3935,0.5237,,,,,,,,,,
1800,0.4694,2.3935,0.5237,,,,,,,,,,
1801,0.5268,2.3935,0.5237,,,,,,,,,,
1802,0.5134,2.3935,0.5237,,,,,,,,,,
1803,0.5,2.3935,0.5237,,,,,,,,,,
1804,0.4427,2.3935,0.5237,,,,,,,,,,
1805,0.5223,2.3935,0.5237,,,,,,,,,,
1806,0.5146,2.3935,0.5237,,,,,,,,,,
1807,0.5135,2.3935,0.5237,,,,,,,,,,
1808,0.5731,2.3935,0.5237,,,,,,,,,,
1809,0.4563,2.3935,0.5237,,,,,,,,,,
1810,0.516,2.3935,0.5237,,,,,,,,,,
1811,0.4888,2.3935,0.5237,,,,,,,,,,
1812,0.5345,2.3935,0.5237,,,,,,,,,,
1813,0.5318,2.3935,0.5237,,,,,,,,,,
1814,0.5026,2.3935,0.5237,,,,,,,,,,
1815,0.5181,2.3935,0.5238,,,,,,,,,,
1816,0.5162,2.3935,0.5237,,,,,,,,,,
1817,0.4962,2.3935,0.5237,,,,,,,,,,
1818,0.5157,2.3935,0.5237,,,,,,,,,,
1819,0.5377,2.3935,0.5237,,,,,,,,,,
1820,0.5677,2.3935,0.5237,,,,,,,,,,
1821,0.5409,2.3935,0.5237,,,,,,,,,,
1822,0.5241,2.3935,0.5237,,,,,,,,,,
1823,0.5032,2.3935,0.5237,,,,,,,,,,
1824,0.5511,2.3935,0.5237,,,,,,,,,,
1825,0.521,2.3935,0.5237,,,,,,,,,,
1826,0.5586,2.3935,0.5237,,,,,,,,,,
1827,0.4984,2.3935,0.5237,,,,,,,,,,
1828,0.5787,2.3935,0.5237,,,,,,,,,,
1829,0.4773,2.3935,0.5237,,,,,,,,,,
1830,0.5246,2.3935,0.5237,,,,,,,,,,
1831,0.5425,2.3935,0.5237,,,,,,,,,,
1832,0.4641,2.3935,0.5237,,,,,,,,,,
1833,0.5304,2.3935,0.5237,,,,,,,,,,
1834,0.5639,2.3935,0.5237,,,,,,,,,,
1835,0.57,2.3935,0.5237,,,,,,,,,,
1836,0.5205,2.3935,0.5237,,,,,,,,,,
1837,0.5387,2.3935,0.5237,,,,,,,,,,
1838,0.476,2.3935,0.5237,,,,,,,,,,
1839,0.533,2.3935,0.5237,,,,,,,,,,
1840,0.4991,2.3935,0.5237,,,,,,,,,,
1841,0.5125,2.3935,0.5237,,,,,,,,,,
1842,0.467,2.3935,0.5237,,,,,,,,,,
1843,0.5654,2.3935,0.5237,,,,,,,,,,
1844,0.5094,2.3935,0.5237,,,,,,,,,,
1845,0.5392,2.3935,0.5237,,,,,,,,,,
1846,0.4885,2.3935,0.5237,,,,,,,,,,
1847,0.5047,2.3935,0.5237,,,,,,,,,,
1848,0.535,2.3935,0.5237,,,,,,,,,,
1849,0.4918,2.3935,0.5237,,,,,,,,,,
1850,0.4973,2.3935,0.5237,,,,,,,,,,
1851,0.5385,2.3935,0.5237,,,,,,,,,,
1852,0.5479,2.3935,0.5237,,,,,,,,,,
1853,0.4858,2.3935,0.5237,,,,,,,,,,
1854,0.4876,2.3935,0.5237,,,,,,,,,,
1855,0.4919,2.3935,0.5237,,,,,,,,,,
1856,0.4907,2.3935,0.5237,,,,,,,,,,
1857,0.535,2.3935,0.5237,,,,,,,,,,
1858,0.5457,2.3935,0.5237,,,,,,,,,,
1859,0.5186,2.3935,0.5237,,,,,,,,,,
1860,0.495,2.3935,0.5237,,,,,,,,,,
1861,0.496,2.3935,0.5237,,,,,,,,,,
1862,0.5475,2.3935,0.5237,,,,,,,,,,
1863,0.5226,2.3935,0.5237,,,,,,,,,,
1864,0.5343,2.3935,0.5237,,,,,,,,,,
1865,0.5219,2.3935,0.5237,,,,,,,,,,
1866,0.5161,2.3935,0.5237,,,,,,,,,,
1867,0.5496,2.3935,0.5237,,,,,,,,,,
1868,0.5166,2.3935,0.5237,,,,,,,,,,
1869,0.5225,2.3935,0.5237,,,,,,,,,,
1870,0.5115,2.3935,0.5237,,,,,,,,,,
1871,0.4827,2.3935,0.5237,,,,,,,,,,
1872,0.5254,2.3935,0.5237,,,,,,,,,,
1873,0.5397,2.3935,0.5237,,,,,,,,,,
1874,0.4881,2.3935,0.5237,,,,,,,,,,
1875,0.5162,2.3935,0.5237,,,,,,,,,,
1876,0.495,2.3935,0.5237,,,,,,,,,,
1877,0.5583,2.3935,0.5237,,,,,,,,,,
1878,0.5228,2.3935,0.5237,,,,,,,,,,
1879,0.4928,2.3935,0.5237,,,,,,,,,,
1880,0.4959,2.3935,0.5237,,,,,,,,,,
1881,0.6003,2.3935,0.5237,,,,,,,,,,
1882,0.5194,2.3935,0.5237,,,,,,,,,,
1883,0.5726,2.3935,0.5237,,,,,,,,,,
1884,0.4964,2.3935,0.5237,,,,,,,,,,
1885,0.4895,2.3935,0.5237,,,,,,,,,,
1886,0.4845,2.3935,0.5237,,,,,,,,,,
1887,0.548,2.3935,0.5237,,,,,,,,,,
1888,0.5241,2.3935,0.5237,,,,,,,,,,
1889,0.4865,2.3935,0.5237,,,,,,,,,,
1890,0.5412,2.3935,0.5237,,,,,,,,,,
1891,0.5228,2.3935,0.5237,,,,,,,,,,
1892,0.5419,2.3935,0.5237,,,,,,,,,,
1893,0.5072,2.3935,0.5237,,,,,,,,,,
1894,0.4828,2.3935,0.5237,,,,,,,,,,
1895,0.5011,2.3935,0.5237,,,,,,,,,,
1896,0.5286,2.3935,0.5237,,,,,,,,,,
1897,0.4938,2.3935,0.5237,,,,,,,,,,
1898,0.5818,2.3935,0.5237,,,,,,,,,,
1899,0.52,2.3935,0.5237,,,,,,,,,,
1900,0.5031,2.3935,0.5237,,,,,,,,,,
1901,0.5085,2.3935,0.5237,,,,,,,,,,
1902,0.5042,2.3935,0.5237,,,,,,,,,,
1903,0.5206,2.3935,0.5237,,,,,,,,,,
1904,0.5001,2.3935,0.5237,,,,,,,,,,
1905,0.5141,2.3935,0.5237,,,,,,,,,,
1906,0.4849,2.3935,0.5237,,,,,,,,,,
1907,0.4884,2.3935,0.5237,,,,,,,,,,
1908,0.5578,2.3935,0.5237,,,,,,,,,,
1909,0.5399,2.3935,0.5237,,,,,,,,,,
1910,0.4923,2.3935,0.5237,,,,,,,,,,
1911,0.5439,2.3935,0.5237,,,,,,,,,,
1912,0.5023,2.3935,0.5237,,,,,,,,,,
1913,0.5749,2.3935,0.5237,,,,,,,,,,
1914,0.5116,2.3935,0.5237,,,,,,,,,,
1915,0.4645,2.3935,0.5237,,,,,,,,,,
1916,0.5337,2.3935,0.5237,,,,,,,,,,
1917,0.5405,2.3935,0.5237,,,,,,,,,,
1918,0.5057,2.3935,0.5237,,,,,,,,,,
1919,0.5469,2.3935,0.5237,,,,,,,,,,
1920,0.5354,2.3935,0.5237,,,,,,,,,,
1921,0.4776,2.3935,0.5237,,,,,,,,,,
1922,0.5178,2.3935,0.5237,,,,,,,,,,
1923,0.5338,2.3935,0.5237,,,,,,,,,,
1924,0.5556,2.3935,0.5237,,,,,,,,,,
1925,0.4964,2.3935,0.5237,,,,,,,,,,
1926,0.5107,2.3935,0.5237,,,,,,,,,,
1927,0.5446,2.3935,0.5237,,,,,,,,,,
1928,0.5439,2.3935,0.5237,,,,,,,,,,
1929,0.4933,2.3935,0.5237,,,,,,,,,,
1930,0.5331,2.3935,0.5237,,,,,,,,,,
1931,0.5532,2.3935,0.5237,,,,,,,,,,
1932,0.5331,2.3935,0.5237,,,,,,,,,,
1933,0.4927,2.3935,0.5237,,,,,,,,,,
1934,0.5219,2.3935,0.5237,,,,,,,,,,
1935,0.4716,2.3935,0.5237,,,,,,,,,,
1936,0.5052,2.3935,0.5237,,,,,,,,,,
1937,0.5504,2.3935,0.5237,,,,,,,,,,
1938,0.5111,2.3935,0.5237,,,,,,,,,,
1939,0.5117,2.3935,0.5237,,,,,,,,,,
1940,0.5145,2.3935,0.5237,,,,,,,,,,
1941,0.5665,2.3935,0.5237,,,,,,,,,,
1942,0.5329,2.3935,0.5237,,,,,,,,,,
1943,0.4968,2.3935,0.5237,,,,,,,,,,
1944,0.5135,2.3935,0.5237,,,,,,,,,,
1945,0.5334,2.3935,0.5237,,,,,,,,,,
1946,0.502,2.3935,0.5237,,,,,,,,,,
1947,0.5257,2.3935,0.5237,,,,,,,,,,
1948,0.4966,2.3935,0.5237,,,,,,,,,,
1949,0.4996,2.3935,0.5237,,,,,,,,,,
1950,0.5153,2.3935,0.5237,,,,,,,,,,
1951,0.5016,2.3935,0.5237,,,,,,,,,,
1952,0.5381,2.3935,0.5237,,,,,,,,,,
1953,0.5084,2.3935,0.5237,,,,,,,,,,
1954,0.4972,2.3935,0.5237,,,,,,,,,,
1955,0.54,2.3935,0.5237,,,,,,,,,,
1956,0.4932,2.3935,0.5237,,,,,,,,,,
1957,0.4848,2.3935,0.5237,,,,,,,,,,
1958,0.593,2.3935,0.5237,,,,,,,,,,
1959,0.4942,2.3935,0.5237,,,,,,,,,,
1960,0.5321,2.3935,0.5237,,,,,,,,,,
1961,0.5113,2.3935,0.5237,,,,,,,,,,
1962,0.5808,2.3935,0.5237,,,,,,,,,,
1963,0.5758,2.3935,0.5237,,,,,,,,,,
1964,0.5372,2.3935,0.5237,,,,,,,,,,
1965,0.5236,2.3935,0.5237,,,,,,,,,,
1966,0.5233,2.3935,0.5237,,,,,,,,,,
1967,0.5138,2.3935,0.5237,,,,,,,,,,
1968,0.4942,2.3935,0.5237,,,,,,,,,,
1969,0.552,2.3935,0.5237,,,,,,,,,,
1970,0.5825,2.3935,0.5237,,,,,,,,,,
1971,0.5799,2.3935,0.5237,,,,,,,,,,
1972,0.5181,2.3935,0.5237,,,,,,,,,,
1973,0.5317,2.3935,0.5237,,,,,,,,,,
1974,0.5648,2.3935,0.5237,,,,,,,,,,
1975,0.5057,2.3935,0.5237,,,,,,,,,,
1976,0.5615,2.3935,0.5237,,,,,,,,,,
1977,0.4642,2.3935,0.5237,,,,,,,,,,
1978,0.4594,2.3935,0.5237,,,,,,,,,,
1979,0.578,2.3935,0.5237,,,,,,,,,,
1980,0.5397,2.3935,0.5237,,,,,,,,,,
1981,0.5608,2.3935,0.5237,,,,,,,,,,
1982,0.4887,2.3935,0.5237,,,,,,,,,,
1983,0.5561,2.3935,0.5237,,,,,,,,,,
1984,0.4819,2.3935,0.5237,,,,,,,,,,
1985,0.5058,2.3935,0.5237,,,,,,,,,,
1986,0.5052,2.3935,0.5237,,,,,,,,,,
1987,0.5297,2.3935,0.5237,,,,,,,,,,
1988,0.5223,2.3935,0.5237,,,,,,,,,,
1989,0.5595,2.3935,0.5237,,,,,,,,,,
1990,0.4874,2.3935,0.5237,,,,,,,,,,
1991,0.5971,2.3935,0.5237,,,,,,,,,,
1992,0.5137,2.3935,0.5237,,,,,,,,,,
1993,0.4587,2.3935,0.5237,,,,,,,,,,
1994,0.4985,2.3935,0.5237,,,,,,,,,,
1995,0.5777,2.3935,0.5237,,,,,,,,,,
1996,0.5432,2.3935,0.5237,,,,,,,,,,
1997,0.569,2.3935,0.5237,,,,,,,,,,
1998,0.5305,2.3935,0.5237,,,,,,,,,,
1999,0.4844,2.3935,0.5237,,,,,,,,,,
2000,0.5072,2.3935,0.5237,,,,,,,,,,
