Wall time,Step,Value
1620144307.8690746,6,0.13860000669956207
1620144350.3764393,19,0.21580000221729279
1620144370.868526,25,0.17659999430179596
1620144422.9628685,41,0.21469999849796295
1620144429.6878672,43,0.21809999644756317
1620144439.7854462,46,0.23890000581741333
1620144466.0568597,54,0.24269999563694
1620144476.2179005,57,0.28110000491142273
1620144525.6365712,72,0.2621999979019165
1620144536.2613876,75,0.21289999783039093
1620144605.473952,95,0.23749999701976776
1620144633.870854,103,0.2476000040769577
1620144648.1701405,107,0.36399999260902405
1620144717.9703884,127,0.2029000073671341
1620144762.1922855,140,0.3939000070095062
1620144818.6850867,156,0.34450000524520874
1620144829.62517,159,0.39070001244544983
1620144861.2819664,168,0.4090000092983246
1620144900.733665,179,0.35839998722076416
1620144918.4686458,184,0.37310001254081726
1620144925.5157657,186,0.4260999858379364
1620144928.9923809,187,0.4293000102043152
1620144943.2740846,191,0.3840999901294708
1620145002.9909353,208,0.4106999933719635
1620145078.457095,230,0.4417000114917755
1620145095.6753938,235,0.44760000705718994
1620145148.246588,250,0.43779999017715454
1620145169.8799043,256,0.4537999927997589
1620145187.8878732,261,0.43209999799728394
1620145212.8923125,268,0.46299999952316284
1620145227.0629628,272,0.4627000093460083
1620145234.0321307,274,0.4652999937534332
1620145300.845282,293,0.46619999408721924
1620145357.2469425,309,0.46959999203681946
1620145364.3622687,311,0.4043999910354614
1620145393.1108449,319,0.46790000796318054
1620145435.8034635,331,0.46619999408721924
1620145468.1040998,340,0.510699987411499
1620145495.7926533,348,0.5023999810218811
1620145550.7448475,364,0.4722999930381775
1620145564.4609575,368,0.5045999884605408
1620145747.1530933,422,0.5403000116348267
1620145750.6341596,423,0.5236999988555908
1620145808.8976567,440,0.551800012588501
1620145818.8578699,443,0.5242999792098999
1620145828.9960608,446,0.5472000241279602
1620145878.4049642,461,0.5063999891281128
1620145888.421038,464,0.5288000106811523
1620145891.7689292,465,0.5095999836921692
1620145925.6383,475,0.5519000291824341
1620145983.4436371,492,0.5390999913215637
1620145990.315363,494,0.5317999720573425
1620146063.5080478,515,0.5690000057220459
1620146073.706191,518,0.5569000244140625
1620146121.0842445,532,0.5297999978065491
1620146138.8101475,537,0.5228999853134155
1620146231.3311627,564,0.5787000060081482
1620146265.4737089,574,0.5942999720573425
1620146286.8529663,580,0.5719000101089478
1620146293.7465227,582,0.5569999814033508
1620146311.192745,587,0.5579000115394592
1620146314.9086812,588,0.5824999809265137
1620146367.294784,603,0.5892000198364258
1620146429.0661097,621,0.5839999914169312
1620146435.797232,623,0.5727999806404114
1620146476.9849966,635,0.5738999843597412
1620146501.1258256,642,0.604200005531311
1620146504.5830107,643,0.6069999933242798
1620146511.5558476,645,0.5098999738693237
1620146522.3457344,648,0.5976999998092651
1620146529.4840343,650,0.5879999995231628
1620146572.3215132,662,0.578499972820282
1620146608.4403906,672,0.619700014591217
1620146651.80814,684,0.6043000221252441
1620146669.9195945,689,0.60589998960495
1620146762.374578,715,0.6370000243186951
1620146776.0326972,719,0.5767999887466431
1620146789.9051242,723,0.6328999996185303
1620146793.2869675,724,0.6312000155448914
1620146817.713341,731,0.5999000072479248
1620146849.111246,740,0.6222000122070312
1620146863.5894048,744,0.6233999729156494
1620146877.4993181,748,0.5562999844551086
1620146894.9308367,753,0.6215000152587891
1620146908.6419985,757,0.6290000081062317
1620146939.2147238,766,0.6151999831199646
1620146952.6330645,770,0.6295999884605408
1620146959.228842,772,0.6222000122070312
1620146965.882795,774,0.619700014591217
1620146989.8187375,781,0.6154000163078308
1620147006.8844893,786,0.6359000205993652
1620147013.6103568,788,0.6158999800682068
1620147030.5087662,793,0.611299991607666
1620147037.407974,795,0.6470999717712402
1620147051.2006824,799,0.6401000022888184
1620147064.4937346,803,0.6255000233650208
1620147084.8639858,809,0.6424000263214111
1620147088.1630523,810,0.6328999996185303
1620147166.665658,833,0.5907999873161316
1620147180.8826025,837,0.6363999843597412
1620147294.3743033,870,0.5978999733924866
1620147317.8822823,877,0.6269999742507935
1620147338.1508474,883,0.6157000064849854
1620147386.1455848,897,0.6607999801635742
1620147400.2538693,901,0.6416000127792358
1620147425.3579717,908,0.5425000190734863
1620147432.439907,910,0.6141999959945679
1620147453.3849182,916,0.6377999782562256
1620147460.5720417,918,0.6406999826431274
1620147509.949806,932,0.6449000239372253
1620147513.6122825,933,0.6510000228881836
1620147549.2165627,943,0.6723999977111816
1620147559.5288727,946,0.637499988079071
1620147590.0790324,955,0.6571999788284302
1620147603.7962286,959,0.6114000082015991
1620147617.240342,963,0.6448000073432922
1620147647.2419057,972,0.6535999774932861
1620147650.7573857,973,0.6399999856948853
1620147670.7780592,979,0.6710000038146973
1620147674.382741,980,0.6640999913215637
1620147691.1638498,985,0.638700008392334
1620147730.7071884,997,0.6687999963760376
1620147750.393307,1003,0.6373000144958496
1620147760.5295436,1006,0.6636999845504761
1620147790.6432612,1015,0.6657999753952026
1620147828.7969806,1026,0.652899980545044
1620147895.3555434,1045,0.626800000667572
1620147940.1037343,1058,0.6079999804496765
1620147961.0665083,1064,0.6528000235557556
1620147971.6437361,1067,0.6628999710083008
1620147978.6230597,1069,0.6690000295639038
1620147992.727185,1073,0.6672999858856201
1620148014.1433778,1079,0.6640999913215637
1620148032.0767994,1084,0.6328999996185303
1620148068.0551715,1094,0.6557999849319458
1620148089.7029862,1100,0.6743000149726868
1620148107.9146385,1105,0.6381000280380249
1620148143.5910482,1115,0.6718999743461609
1620148161.2124333,1120,0.6836000084877014
1620148290.3348393,1157,0.6315000057220459
1620148303.933793,1161,0.6448000073432922
1620148307.2177136,1162,0.6696000099182129
1620148310.498794,1163,0.670799970626831
1620148370.885692,1181,0.6632000207901001
1620148412.8149378,1193,0.6754000186920166
1620148416.2439315,1194,0.6718000173568726
1620148437.2391558,1200,0.6428999900817871
1620148461.8735156,1207,0.6565999984741211
1620148550.9586966,1233,0.6869999766349792
1620148557.9252417,1235,0.6643000245094299
1620148592.8348837,1245,0.6898000240325928
1620148632.0889878,1256,0.6995999813079834
1620148642.5559788,1259,0.6919999718666077
1620148653.2637138,1262,0.6521000266075134
1620148724.2739012,1282,0.6489999890327454
1620148745.8260765,1288,0.6783000230789185
1620148771.0341346,1295,0.6665999889373779
1620148792.9475589,1301,0.6796000003814697
1620148829.5184398,1311,0.6934999823570251
1620148851.243354,1317,0.6746000051498413
1620148862.1865194,1320,0.6802999973297119
1620148901.9733155,1331,0.6880000233650208
1620148912.6271753,1334,0.6886000037193298
1620148923.444878,1337,0.696399986743927
1620148927.0180566,1338,0.7050999999046326
1620149100.953245,1386,0.6790000200271606
1620149111.8807535,1389,0.6779999732971191
1620149122.9781466,1392,0.7032999992370605
1620149126.6154678,1393,0.70660001039505
1620149206.026997,1415,0.6887999773025513
1620149249.5122354,1427,0.692300021648407
1620149256.471303,1429,0.6995000243186951
1620149270.4856284,1433,0.6820999979972839
1620149284.7101572,1437,0.682699978351593
1620149298.5391905,1441,0.6664000153541565
1620149384.580852,1466,0.6915000081062317
1620149387.923547,1467,0.6880000233650208
1620149425.347261,1478,0.6931999921798706
1620149452.3013268,1486,0.6963000297546387
1620149466.369843,1490,0.6797000169754028
1620149473.264319,1492,0.6581000089645386
1620149531.8014166,1509,0.7049000263214111
1620149583.7580712,1524,0.6970999836921692
1620149597.745888,1528,0.7080000042915344
1620149680.979185,1553,0.7077999711036682
1620149735.462614,1569,0.697700023651123
1620149738.8678675,1570,0.7023000121116638
1620149793.403495,1585,0.7110000252723694
1620149807.551178,1589,0.6894999742507935
1620149839.0182528,1598,0.7009000182151794
1620149863.2525375,1605,0.694599986076355
