Epoch,Training loss,Test loss,Test acc
1,2.1753,1.9447,0.7312
2,1.8911,1.7965,0.5594
3,1.1838,1.9906,0.4503
4,1.4559,0.7462,0.7982
5,1.0251,1.1968,0.6864
6,0.7341,0.3852,0.9008
7,0.4996,0.5906,0.7847
8,0.3739,0.2919,0.9175
9,0.322,0.4224,0.8525
10,0.3382,0.2405,0.9325
11,0.2328,0.2283,0.9355
12,0.2281,0.2536,0.9229
13,0.2658,0.2107,0.9366
14,0.1952,0.1876,0.9459
15,0.1873,0.1897,0.9416
16,0.1916,0.1881,0.9438
17,0.1761,0.1655,0.9499
18,0.1507,0.1515,0.9547
19,0.1354,0.1458,0.9554
20,0.1392,0.1464,0.9558
21,0.1431,0.144,0.956
22,0.1364,0.1364,0.9585
23,0.1315,0.1247,0.9623
24,0.1239,0.1203,0.9628
25,0.117,0.116,0.9655
26,0.1085,0.1133,0.9641
27,0.1117,0.1241,0.9609
28,0.1557,0.1355,0.9581
29,0.1063,0.1039,0.9681
30,0.0864,0.102,0.9691
31,0.0896,0.0982,0.9696
32,0.0876,0.0956,0.9698
33,0.0901,0.0944,0.9709
34,0.0892,0.0967,0.9713
35,0.0836,0.0916,0.971
36,0.0819,0.0932,0.9719
37,0.0849,0.0895,0.9713
38,0.0788,0.0839,0.974
39,0.0694,0.0813,0.975
40,0.0709,0.0807,0.9755
41,0.07,0.0785,0.9746
42,0.0706,0.0804,0.9753
43,0.066,0.0778,0.9756
44,0.0641,0.0781,0.976
45,0.0854,0.0783,0.9742
46,0.0721,0.0738,0.977
47,0.0639,0.0706,0.9777
48,0.0619,0.0697,0.978
49,0.0581,0.0683,0.979
50,0.0571,0.0693,0.9782
51,0.0582,0.068,0.9791
52,0.0631,0.0753,0.9745
53,0.061,0.0666,0.9793
54,0.0652,0.0686,0.9774
55,0.0633,0.0662,0.9794
56,0.0616,0.0661,0.9779
57,0.0706,0.0861,0.9724
58,0.1925,0.0899,0.9724
59,0.0614,0.0654,0.9798
60,0.0567,0.0629,0.9811
61,0.0544,0.0616,0.9815
62,0.0486,0.0596,0.9816
63,0.049,0.0588,0.9817
64,0.0481,0.058,0.9818
65,0.0468,0.0578,0.9821
66,0.0444,0.0561,0.9825
67,0.0457,0.0556,0.9821
68,0.0423,0.0563,0.9819
69,0.0439,0.0541,0.9822
70,0.0417,0.0534,0.9829
71,0.0435,0.0531,0.9835
72,0.0499,0.0546,0.9826
73,0.0428,0.0517,0.9828
74,0.0415,0.0522,0.9828
75,0.0392,0.0504,0.9837
76,0.0404,0.0525,0.983
77,0.0415,0.0503,0.9837
78,0.0371,0.05,0.9839
79,0.0356,0.0495,0.984
80,0.0417,0.0515,0.9836
81,0.0389,0.0493,0.9842
82,0.0367,0.0487,0.9845
83,0.0796,0.0696,0.9787
84,0.041,0.0487,0.9842
85,0.0362,0.0477,0.9852
86,0.0316,0.0479,0.9851
87,0.0325,0.0464,0.9849
88,0.0383,0.0472,0.9854
89,0.0305,0.0467,0.9855
90,0.0317,0.0461,0.9855
91,0.0346,0.0466,0.985
92,0.0361,0.0467,0.9847
93,0.0994,0.0725,0.9759
94,0.0489,0.0456,0.9861
95,0.0308,0.0451,0.9854
96,0.0317,0.0443,0.9865
97,0.0287,0.0439,0.9861
98,0.0335,0.0445,0.9861
99,0.0309,0.0438,0.9859
100,0.0328,0.043,0.9864
