Epoch,Training loss,Test loss,Test acc
1,0.1058,2.0354,0.3445
2,0.0711,2.0647,0.3956
3,0.0461,1.9126,0.4086
4,0.0322,1.1951,0.6046
5,0.0294,0.6644,0.8275
6,0.0206,0.4489,0.8684
7,0.0287,0.3388,0.9183
8,0.0144,0.4869,0.8272
9,0.0209,0.3948,0.8564
10,0.0139,0.2497,0.9225
11,0.0205,0.2819,0.914
12,0.0189,0.2049,0.9382
13,0.0146,0.15,0.9564
14,0.015,0.2406,0.9222
15,0.0254,0.2035,0.9406
16,0.0113,0.1814,0.9421
17,0.0123,0.2109,0.9268
18,0.0108,0.1466,0.9507
19,0.0152,0.2209,0.9228
20,0.0126,0.1261,0.9615
21,0.0103,0.1092,0.9671
22,0.0096,0.1263,0.96
23,0.0139,0.1192,0.9628
24,0.0066,0.0961,0.9705
25,0.0206,0.1014,0.9712
26,0.0085,0.1166,0.9612
27,0.0097,0.0841,0.9756
28,0.0053,0.1162,0.9649
29,0.0148,0.1157,0.9643
30,0.0109,0.1185,0.9596
31,0.0127,0.1025,0.9681
32,0.007,0.1326,0.9546
33,0.0125,0.0782,0.9758
34,0.0103,0.0779,0.9759
35,0.0096,0.0955,0.9679
36,0.0138,0.0854,0.9722
37,0.0042,0.0701,0.9779
38,0.0088,0.0751,0.9754
39,0.0077,0.0737,0.9773
40,0.007,0.0798,0.9753
41,0.0097,0.0737,0.9757
42,0.0076,0.0585,0.9808
43,0.0056,0.0576,0.9806
44,0.0074,0.055,0.981
45,0.0118,0.0687,0.9794
46,0.0068,0.0759,0.9753
47,0.0041,0.0569,0.9813
48,0.0069,0.0591,0.9804
49,0.0051,0.0561,0.9811
50,0.0048,0.0541,0.9824
51,0.009,0.0728,0.9762
52,0.0043,0.0623,0.9809
53,0.0033,0.0583,0.9819
54,0.0092,0.0708,0.9772
55,0.0075,0.0559,0.9828
56,0.0036,0.0601,0.9811
57,0.0059,0.0473,0.9852
58,0.0074,0.0467,0.9847
59,0.0089,0.0549,0.983
60,0.005,0.0532,0.9828
61,0.0043,0.0495,0.9843
62,0.0089,0.05,0.983
63,0.0046,0.0448,0.9854
64,0.005,0.042,0.9864
65,0.0046,0.0489,0.9843
66,0.0054,0.0456,0.9847
67,0.0036,0.0465,0.9847
68,0.0041,0.0521,0.9843
69,0.0044,0.047,0.9863
70,0.0043,0.0417,0.986
71,0.0043,0.0505,0.9831
72,0.0045,0.042,0.9863
73,0.0055,0.0388,0.9869
74,0.005,0.0431,0.9855
75,0.0023,0.0439,0.9862
76,0.0037,0.0466,0.9859
77,0.0128,0.0491,0.9853
78,0.0024,0.0469,0.9855
79,0.0055,0.0419,0.9863
80,0.0068,0.0419,0.9862
81,0.005,0.0577,0.9805
82,0.0027,0.0462,0.9843
83,0.0024,0.0502,0.9838
84,0.0031,0.0381,0.9878
85,0.0041,0.0517,0.983
86,0.0062,0.0423,0.9867
87,0.0018,0.0367,0.9881
88,0.0052,0.0405,0.9866
89,0.0024,0.0447,0.9857
90,0.0021,0.0452,0.9863
91,0.0082,0.0409,0.9861
92,0.0019,0.0426,0.9867
93,0.0025,0.043,0.9861
94,0.0022,0.0452,0.9857
95,0.0042,0.0495,0.9843
96,0.002,0.0391,0.9874
97,0.0041,0.0364,0.9886
98,0.0032,0.0421,0.9864
99,0.0036,0.0367,0.9879
100,0.0067,0.0382,0.9872
101,0.0022,0.0336,0.9882
102,0.003,0.0347,0.9886
103,0.0043,0.0366,0.9879
104,0.0027,0.0354,0.988
105,0.0024,0.0388,0.9872
106,0.0033,0.0385,0.9878
107,0.0024,0.0371,0.989
108,0.0033,0.0353,0.9884
109,0.0017,0.0327,0.9892
110,0.0053,0.0406,0.9872
111,0.0024,0.0381,0.9871
112,0.002,0.0424,0.9853
113,0.0032,0.0402,0.9873
114,0.0043,0.0355,0.9887
115,0.0028,0.0514,0.9826
116,0.0034,0.0445,0.9855
117,0.0017,0.0375,0.988
118,0.003,0.0352,0.9882
119,0.0032,0.0361,0.9877
120,0.0035,0.0329,0.9887
121,0.0021,0.0343,0.9885
122,0.0053,0.0363,0.9881
123,0.0022,0.0415,0.987
124,0.0072,0.0349,0.9886
125,0.0025,0.0327,0.9894
126,0.002,0.035,0.9887
127,0.0018,0.037,0.9887
128,0.002,0.0397,0.9881
129,0.0038,0.0368,0.9882
130,0.0027,0.033,0.9892
131,0.0015,0.0325,0.9896
132,0.0034,0.037,0.9878
133,0.0042,0.0407,0.9868
134,0.0026,0.0361,0.988
135,0.0019,0.0349,0.9892
136,0.0052,0.0352,0.9891
137,0.0046,0.0372,0.9878
138,0.0032,0.0331,0.9893
139,0.0041,0.0348,0.9893
140,0.0029,0.0359,0.989
141,0.0023,0.0362,0.988
142,0.0014,0.0341,0.989
143,0.0023,0.0317,0.9891
144,0.0025,0.0318,0.9904
145,0.0019,0.0376,0.9877
146,0.0029,0.0349,0.9886
147,0.0022,0.0325,0.989
148,0.002,0.0366,0.9879
149,0.0017,0.0364,0.9888
150,0.0051,0.0401,0.9875
151,0.0019,0.0362,0.989
152,0.001,0.0364,0.9895
153,0.0014,0.0367,0.9877
154,0.0035,0.0386,0.9887
155,0.0039,0.0346,0.9887
156,0.0012,0.0368,0.9885
157,0.0013,0.0331,0.9895
