Epoch,Training loss,Test loss,Test acc
1,2.3277,2.2938,0.0927
2,2.3234,2.2826,0.1394
3,2.2697,2.2733,0.1244
4,2.2693,2.2637,0.1576
5,2.2412,2.2569,0.1071
6,2.2859,2.2468,0.1364
7,2.2109,2.2402,0.1007
8,2.3305,2.2246,0.2159
9,2.2095,2.2124,0.339
10,2.2504,2.1981,0.4047
11,2.2069,2.1865,0.3629
12,2.147,2.1792,0.3739
13,2.1814,2.1618,0.3532
14,2.0936,2.1571,0.3044
15,2.2069,2.1229,0.3055
16,2.174,2.09,0.47
17,2.1174,2.0653,0.4858
18,2.1202,2.0367,0.4853
19,2.073,2.012,0.4989
20,2.0664,2.0003,0.3247
21,1.9847,1.972,0.2872
22,1.9337,1.9242,0.2789
23,1.9017,1.8838,0.4479
24,1.9408,1.7978,0.5784
25,1.7084,1.7821,0.4791
26,1.7182,1.718,0.5414
27,1.7668,1.6938,0.5577
28,1.7977,1.6031,0.5537
29,1.5973,1.5904,0.5295
30,1.5702,1.4311,0.6919
31,1.3906,1.4093,0.5554
32,1.4801,1.4465,0.5313
33,1.5649,1.3803,0.5853
34,1.5086,1.5865,0.3417
35,1.68,1.4957,0.5696
36,1.5723,1.3066,0.6769
37,1.2995,1.277,0.5782
38,1.2557,1.081,0.7387
39,0.9178,0.9988,0.703
40,0.8663,0.9444,0.7493
41,1.1135,1.0369,0.6159
42,1.0177,0.9977,0.6702
43,0.9395,0.9791,0.6573
44,1.0478,0.9125,0.6788
45,1.2233,1.1029,0.5942
46,1.1167,1.0436,0.6429
47,0.9389,0.9322,0.6654
48,0.9451,0.7358,0.8222
49,0.7999,0.674,0.8423
50,0.7034,0.672,0.7914
51,0.7024,0.71,0.7441
52,0.8041,0.7861,0.7265
53,0.7095,0.5977,0.8355
54,0.6356,0.6205,0.8173
55,0.6297,0.6376,0.8045
56,0.6173,0.6624,0.7642
57,0.6336,0.6642,0.7798
58,0.5902,0.561,0.8215
59,0.6882,0.8641,0.6519
60,0.9734,0.7952,0.7999
61,0.6328,0.7461,0.7553
62,0.8733,0.5917,0.8199
63,0.6804,0.5096,0.8659
64,0.5164,0.4646,0.8841
65,0.4557,0.4998,0.8536
66,0.4222,0.4623,0.8705
67,0.3623,0.4568,0.8703
68,0.5696,0.5145,0.8249
69,0.5182,0.4043,0.8928
70,0.3995,0.4533,0.8682
71,0.5497,0.4394,0.8728
72,0.4785,0.4448,0.8541
73,0.433,0.4309,0.8769
74,0.6043,0.7403,0.7199
75,0.7799,0.4721,0.854
76,0.5401,0.4162,0.8828
77,0.4272,0.4133,0.8754
78,0.3901,0.3716,0.8972
79,0.3841,0.4164,0.8661
80,0.4365,0.5192,0.8161
81,0.3622,0.4239,0.8596
