Dataset,Model,Num of rounds,E,B,C,Lr,Time elapsed
mnist,cnn,1000,5,600,0.1,0.1,6141.468776702881
Epoch,Training loss,Test loss,Test acc
1,2.2976,2.2682,0.2208
2,2.2646,2.2238,0.4042
3,2.2163,2.1351,0.5461
4,2.1143,1.9211,0.6641
5,1.9265,1.5433,0.7395
6,1.6659,1.2114,0.7474
7,1.4832,0.961,0.7904
8,1.2622,0.8197,0.7738
9,1.1443,0.6468,0.8316
10,1.0153,0.6065,0.8324
11,0.9594,0.5128,0.8572
12,0.8695,0.4576,0.8816
13,0.8059,0.4178,0.8837
14,0.7782,0.3959,0.8916
15,0.7409,0.3858,0.8872
16,0.6958,0.3656,0.8954
17,0.6977,0.351,0.8962
18,0.6527,0.3153,0.9116
19,0.6243,0.3105,0.9116
20,0.6208,0.2932,0.9156
21,0.5616,0.2877,0.9159
22,0.5734,0.2739,0.921
23,0.5645,0.268,0.9243
24,0.5418,0.2527,0.9283
25,0.5389,0.2461,0.93
26,0.5291,0.2456,0.9301
27,0.5107,0.2326,0.9319
28,0.486,0.2297,0.933
29,0.4816,0.2204,0.9352
30,0.4815,0.2155,0.9364
31,0.4884,0.2125,0.9391
32,0.4638,0.2074,0.9393
33,0.4586,0.2025,0.9402
34,0.4467,0.1997,0.9412
35,0.4298,0.1929,0.9431
36,0.4212,0.1918,0.9423
37,0.424,0.1874,0.9434
38,0.4246,0.1844,0.9466
39,0.4059,0.1813,0.945
40,0.4001,0.1766,0.9479
41,0.394,0.1746,0.9482
42,0.3879,0.1737,0.9485
43,0.3972,0.1703,0.9495
44,0.3979,0.1698,0.9492
45,0.3883,0.1675,0.9506
46,0.3988,0.1623,0.9516
47,0.3752,0.1598,0.9518
48,0.3568,0.1594,0.9511
49,0.3746,0.1571,0.9525
50,0.3651,0.1548,0.9539
51,0.3615,0.1544,0.9546
52,0.3495,0.1496,0.9554
53,0.3505,0.1487,0.9547
54,0.3398,0.1486,0.9551
55,0.3348,0.1487,0.9552
56,0.3438,0.1455,0.956
57,0.3562,0.143,0.9568
58,0.3354,0.1411,0.9575
59,0.3321,0.1399,0.9582
60,0.3421,0.1395,0.9587
61,0.3309,0.139,0.9587
62,0.3337,0.1377,0.9588
63,0.3332,0.1357,0.9597
64,0.3236,0.1332,0.9592
65,0.3202,0.1319,0.9597
66,0.3232,0.131,0.9607
67,0.3167,0.1293,0.9609
68,0.3256,0.1276,0.9611
69,0.2935,0.1256,0.961
70,0.308,0.125,0.9618
71,0.3081,0.125,0.9627
72,0.3046,0.1238,0.9628
73,0.2994,0.1229,0.9624
74,0.3046,0.1213,0.9627
75,0.2877,0.1222,0.9627
76,0.3016,0.1199,0.9633
77,0.3103,0.12,0.9633
78,0.2899,0.1199,0.9637
79,0.2842,0.1178,0.9633
80,0.2936,0.1164,0.965
81,0.2906,0.1171,0.964
82,0.2828,0.1147,0.965
83,0.2875,0.1148,0.9643
