Epoch,Training loss,Test loss,Test acc
1,0.6957,0.2423,0.9194
2,0.0944,0.1644,0.9596
3,0.0494,0.1386,0.9644
4,0.0605,0.1062,0.9715
5,0.0877,0.0997,0.973
6,0.0592,0.0989,0.9736
7,0.0487,0.0868,0.9765
8,0.0397,0.1039,0.9747
9,0.0503,0.0962,0.9743
10,0.043,0.0821,0.9785
11,0.0394,0.0734,0.9784
12,0.0385,0.0772,0.9775
13,0.0209,0.0806,0.9788
14,0.0378,0.0709,0.9801
15,0.0061,0.0766,0.9798
16,0.0514,0.0779,0.9784
17,0.0429,0.0597,0.9823
18,0.0308,0.0703,0.9782
19,0.0386,0.0634,0.9824
20,0.0378,0.0661,0.9802
21,0.0297,0.0618,0.9813
22,0.025,0.0633,0.9821
23,0.0244,0.071,0.9813
24,0.0435,0.0595,0.9821
25,0.0208,0.0692,0.9817
26,0.031,0.0613,0.9823
27,0.0128,0.059,0.9844
28,0.0336,0.0551,0.9838
29,0.0122,0.0558,0.9836
30,0.0477,0.0675,0.981
31,0.0191,0.0563,0.9834
32,0.0189,0.0612,0.9831
33,0.0233,0.0598,0.9835
34,0.0075,0.0632,0.9829
35,0.0286,0.0524,0.9846
36,0.013,0.0589,0.984
37,0.0148,0.0535,0.9848
38,0.0336,0.0567,0.9844
39,0.0459,0.0697,0.9807
40,0.0209,0.0529,0.9845
41,0.0135,0.0552,0.9854
42,0.0042,0.0581,0.9858
43,0.0345,0.0482,0.9861
44,0.0097,0.0512,0.9853
45,0.0164,0.0492,0.9858
46,0.0114,0.0634,0.9847
47,0.0047,0.0517,0.9865
48,0.0268,0.0581,0.9833
49,0.0041,0.0514,0.9861
50,0.0129,0.0568,0.984
51,0.0385,0.0473,0.9849
52,0.0109,0.0497,0.9859
53,0.005,0.0558,0.9854
54,0.0294,0.0533,0.9848
55,0.0131,0.0549,0.9857
56,0.0184,0.0506,0.9862
57,0.0201,0.0462,0.9869
58,0.0063,0.0561,0.9853
59,0.0183,0.0503,0.9863
60,0.0213,0.0545,0.9845
61,0.0236,0.0471,0.9856
62,0.0109,0.0576,0.9837
63,0.0032,0.058,0.9855
64,0.0094,0.0547,0.986
65,0.0153,0.0471,0.9866
66,0.0116,0.052,0.9864
67,0.0311,0.0527,0.9856
68,0.0105,0.0493,0.9858
69,0.0069,0.0491,0.986
70,0.0087,0.0449,0.9859
71,0.005,0.0529,0.9867
72,0.0131,0.0654,0.9849
73,0.0014,0.0585,0.9845
74,0.0282,0.0477,0.9856
75,0.0207,0.0431,0.9872
76,0.0171,0.0558,0.9846
77,0.0064,0.0535,0.9845
78,0.0268,0.0511,0.9843
79,0.017,0.0499,0.9851
80,0.0264,0.0474,0.9855
81,0.0063,0.0482,0.9863
82,0.0147,0.0473,0.986
83,0.0078,0.0477,0.9873
84,0.0219,0.0678,0.9837
85,0.0142,0.059,0.9848
86,0.0324,0.0553,0.9851
87,0.023,0.0501,0.9857
88,0.0136,0.0494,0.9855
89,0.006,0.0489,0.9873
90,0.002,0.0482,0.9879
91,0.0296,0.0481,0.986
92,0.0178,0.0504,0.9847
93,0.0085,0.0448,0.9876
94,0.019,0.048,0.9863
95,0.0104,0.0468,0.9875
96,0.0087,0.0372,0.9891
97,0.0048,0.0487,0.9865
98,0.0147,0.053,0.9859
99,0.0301,0.0382,0.9887
100,0.0204,0.0435,0.9879
101,0.0143,0.0392,0.9881
102,0.0097,0.0394,0.9884
103,0.0145,0.0447,0.9871
104,0.0018,0.0421,0.9878
105,0.0177,0.0464,0.9869
106,0.0013,0.0507,0.9861
107,0.0035,0.0486,0.9876
108,0.0076,0.0541,0.9867
109,0.0153,0.0537,0.9865
110,0.0185,0.0453,0.9876
111,0.0077,0.0485,0.9874
112,0.0077,0.0479,0.9885
113,0.0143,0.0504,0.9863
114,0.0071,0.0516,0.9862
115,0.0143,0.0463,0.9866
116,0.0061,0.0519,0.9864
117,0.0035,0.0539,0.9854
118,0.0032,0.0592,0.9865
119,0.0022,0.0588,0.9866
120,0.0332,0.0477,0.9858
121,0.012,0.045,0.9872
122,0.0083,0.0412,0.9886
123,0.0076,0.047,0.9874
