Dataset,Model,Num of rounds,E,B,C,Lr,Time elapsed
mnist,cnn,1500,5,600,0.0,0.01,2977.9798555374146
Epoch,Training loss,Test loss,Test acc
1,2.3411,2.3036,0.0951
2,2.3269,2.2948,0.1056
3,2.3099,2.2876,0.1215
4,2.3104,2.2815,0.1487
5,2.289,2.2756,0.1773
6,2.2931,2.2702,0.2044
7,2.2955,2.2658,0.2413
8,2.2843,2.2612,0.2669
9,2.2719,2.2561,0.2793
10,2.269,2.2509,0.3139
11,2.2671,2.245,0.3471
12,2.2745,2.2396,0.373
13,2.2693,2.2347,0.3849
14,2.2598,2.2284,0.4058
15,2.2524,2.2212,0.4407
16,2.2435,2.2138,0.4681
17,2.2363,2.2057,0.4763
18,2.2347,2.1981,0.4983
19,2.2322,2.1899,0.4974
20,2.2102,2.1783,0.5027
21,2.206,2.1668,0.5073
22,2.2122,2.1564,0.5274
23,2.2026,2.1443,0.5284
24,2.1923,2.1311,0.53
25,2.1723,2.1168,0.5316
26,2.1616,2.1012,0.5299
27,2.1549,2.0841,0.5295
28,2.1447,2.0649,0.5416
29,2.1378,2.0451,0.5607
30,2.104,2.0213,0.5639
31,2.0988,1.9958,0.5862
32,2.0817,1.9691,0.597
33,2.0482,1.9392,0.6065
34,2.0387,1.9104,0.6138
35,2.0344,1.8799,0.6322
36,2.0003,1.8472,0.6314
37,1.9834,1.8123,0.6436
38,1.9417,1.7718,0.6656
39,1.9033,1.7325,0.67
40,1.8761,1.6885,0.6791
41,1.865,1.6452,0.6875
42,1.8324,1.6014,0.7059
43,1.7989,1.5531,0.7162
44,1.7833,1.5099,0.7337
45,1.7408,1.4706,0.7329
46,1.7251,1.4296,0.7402
47,1.6983,1.3892,0.7447
48,1.6456,1.342,0.746
49,1.6267,1.3042,0.7446
50,1.592,1.2607,0.745
51,1.541,1.2173,0.7552
52,1.536,1.1843,0.7605
53,1.5062,1.1482,0.7743
54,1.4585,1.1076,0.774
55,1.4693,1.0775,0.7799
56,1.4034,1.0413,0.7757
57,1.4426,1.0187,0.7876
58,1.3734,0.9864,0.7976
59,1.3568,0.961,0.7816
60,1.3069,0.9315,0.7958
61,1.2956,0.9114,0.8033
62,1.2255,0.8807,0.8066
63,1.2724,0.8596,0.8113
64,1.2567,0.8375,0.8158
65,1.2016,0.8156,0.816
66,1.2254,0.798,0.8203
67,1.2022,0.7847,0.8177
68,1.1716,0.7769,0.8134
69,1.1736,0.7673,0.8158
70,1.1517,0.7474,0.8277
71,1.1052,0.7301,0.8274
72,1.1277,0.7221,0.8222
73,1.1148,0.7029,0.8327
74,1.0844,0.6923,0.829
75,1.0545,0.68,0.8376
76,1.0585,0.6722,0.8372
77,1.0491,0.6641,0.8362
78,1.0571,0.6552,0.8345
79,1.0234,0.651,0.8371
80,0.9877,0.6371,0.8406
81,1.0668,0.6295,0.8439
82,0.9985,0.6116,0.8509
83,0.9656,0.6003,0.8484
84,0.9751,0.6053,0.8428
85,1.0193,0.6011,0.8487
86,1.0131,0.5871,0.8546
87,0.9645,0.5835,0.8486
88,1.0015,0.576,0.8517
89,0.9276,0.5722,0.8554
90,0.9909,0.5637,0.8545
91,1.0102,0.5608,0.8598
92,0.9435,0.5501,0.8612
93,0.9337,0.5476,0.8605
94,0.9111,0.5375,0.8624
95,0.9107,0.5366,0.8588
96,0.8582,0.5285,0.8593
97,0.889,0.5194,0.8646
98,0.9015,0.5093,0.8644
99,0.8872,0.5115,0.8683
100,0.8436,0.504,0.8676
101,0.9136,0.503,0.8683
102,0.8944,0.5017,0.8729
103,0.8653,0.4928,0.8738
104,0.8525,0.4895,0.8722
105,0.9258,0.4933,0.8703
106,0.9103,0.4865,0.8748
107,0.8414,0.48,0.8717
108,0.8391,0.4719,0.8743
109,0.8944,0.4776,0.8727
110,0.8119,0.4647,0.8785
111,0.8423,0.4631,0.8779
112,0.8254,0.4594,0.8788
113,0.8834,0.4599,0.8782
114,0.8166,0.4563,0.8786
115,0.8093,0.4467,0.8824
116,0.8101,0.4419,0.8807
117,0.8029,0.4497,0.8765
118,0.7813,0.4476,0.8782
119,0.7632,0.4408,0.8815
120,0.7939,0.4342,0.882
121,0.8135,0.4372,0.8836
122,0.8068,0.4313,0.8865
123,0.767,0.4282,0.8866
124,0.7231,0.425,0.8883
125,0.7968,0.4292,0.8841
126,0.7684,0.4239,0.8818
127,0.7616,0.4223,0.885
128,0.7267,0.4153,0.8881
129,0.7799,0.4127,0.8887
130,0.8461,0.4117,0.8906
131,0.7477,0.4129,0.8889
132,0.7122,0.4017,0.8906
133,0.7146,0.4012,0.8885
134,0.7367,0.3994,0.8917
135,0.7471,0.4049,0.8879
136,0.7071,0.3944,0.8932
137,0.735,0.3969,0.891
138,0.699,0.3932,0.8933
139,0.7368,0.388,0.8953
140,0.7448,0.3981,0.8888
141,0.681,0.3925,0.8903
142,0.6876,0.3878,0.8908
143,0.7252,0.3863,0.8931
144,0.7395,0.3886,0.8904
145,0.7014,0.382,0.8927
146,0.6574,0.3767,0.8952
147,0.7049,0.3715,0.8949
148,0.7162,0.3764,0.8927
149,0.7,0.3806,0.8913
150,0.7003,0.3734,0.8963
151,0.726,0.3724,0.8995
152,0.733,0.3689,0.8992
153,0.7145,0.3665,0.898
154,0.6637,0.3588,0.899
155,0.6751,0.3605,0.9001
156,0.6357,0.3648,0.8973
157,0.6715,0.3607,0.9001
158,0.7045,0.3546,0.9024
159,0.6978,0.3542,0.9018
160,0.6894,0.3524,0.9028
161,0.6704,0.3532,0.9028
162,0.6877,0.3457,0.9027
163,0.6474,0.349,0.9044
164,0.6194,0.3446,0.9039
165,0.6823,0.3475,0.9057
166,0.6485,0.3403,0.9056
167,0.6674,0.3394,0.905
168,0.6076,0.3384,0.9039
169,0.6018,0.3377,0.9028
170,0.6162,0.3404,0.9037
171,0.6781,0.338,0.9039
172,0.672,0.343,0.9039
173,0.6016,0.3392,0.9046
174,0.6551,0.3339,0.9052
175,0.6562,0.3358,0.9054
176,0.631,0.3339,0.9044
177,0.6148,0.3371,0.904
178,0.6375,0.3339,0.9053
179,0.6091,0.3255,0.9068
180,0.6791,0.3236,0.909
181,0.6382,0.3266,0.9093
182,0.6068,0.3217,0.9084
183,0.6519,0.3184,0.9073
184,0.6641,0.3204,0.9082
185,0.6045,0.3234,0.908
186,0.5973,0.3187,0.9086
187,0.5904,0.3261,0.9055
188,0.5483,0.3132,0.9106
189,0.6264,0.3106,0.91
190,0.7217,0.3181,0.9119
191,0.606,0.313,0.9109
192,0.6565,0.3146,0.9118
193,0.6137,0.3158,0.9102
194,0.5661,0.3146,0.9087
195,0.5816,0.3087,0.9118
196,0.5731,0.3066,0.9121
197,0.6532,0.3088,0.9119
198,0.5986,0.3018,0.9125
199,0.6261,0.3071,0.9098
200,0.6359,0.3069,0.9119
201,0.5732,0.3006,0.9109
202,0.5551,0.3007,0.9117
203,0.6079,0.3042,0.9128
204,0.5828,0.2979,0.914
205,0.676,0.3026,0.9154
206,0.6206,0.2975,0.9145
207,0.5586,0.2948,0.9149
208,0.5929,0.2938,0.9143
209,0.5997,0.297,0.9142
210,0.578,0.2982,0.9138
211,0.5855,0.2946,0.9168
212,0.6064,0.2937,0.9163
213,0.5388,0.2944,0.9159
214,0.5731,0.2925,0.9163
215,0.5733,0.2916,0.9167
