Epoch,Training loss,Test loss,Test acc
1,0.9484,0.3181,0.9263
2,0.3883,0.1452,0.9573
3,0.2642,0.1193,0.9658
4,0.2128,0.1069,0.9693
5,0.1979,0.0913,0.9736
6,0.1606,0.0933,0.9747
7,0.1554,0.0878,0.9762
8,0.1486,0.0871,0.9779
9,0.1447,0.079,0.9788
10,0.1327,0.0785,0.9793
11,0.1316,0.0729,0.9801
12,0.1201,0.0753,0.9794
13,0.1189,0.0738,0.9803
14,0.1045,0.071,0.981
15,0.1106,0.0706,0.9813
16,0.1082,0.0681,0.9824
17,0.1036,0.0664,0.9823
18,0.1044,0.0624,0.9837
19,0.0971,0.0646,0.983
20,0.1027,0.0627,0.9838
21,0.0929,0.0616,0.9834
22,0.1037,0.0617,0.9825
23,0.0961,0.0606,0.9834
24,0.0968,0.0588,0.9847
25,0.09,0.0558,0.9854
26,0.085,0.0551,0.9849
27,0.0938,0.0578,0.9846
28,0.0828,0.0559,0.9855
29,0.0873,0.0561,0.9852
30,0.085,0.0541,0.9856
31,0.0887,0.053,0.9861
32,0.0841,0.0542,0.9861
33,0.0836,0.0526,0.9857
34,0.0817,0.0529,0.9863
35,0.0823,0.0534,0.9866
36,0.0824,0.0513,0.9872
37,0.083,0.0492,0.987
38,0.0815,0.052,0.9868
39,0.0819,0.0498,0.987
40,0.0767,0.05,0.987
41,0.0811,0.0513,0.9876
42,0.0799,0.0494,0.9871
43,0.0789,0.0503,0.9862
44,0.0752,0.0515,0.9867
45,0.075,0.0492,0.9877
46,0.0755,0.0491,0.987
47,0.0695,0.0515,0.9867
48,0.0742,0.0479,0.9866
49,0.075,0.0472,0.9872
50,0.0749,0.0511,0.9877
51,0.0748,0.0511,0.9868
52,0.0735,0.0521,0.9864
53,0.0672,0.0529,0.9867
54,0.0744,0.0489,0.9873
55,0.0703,0.05,0.9875
56,0.0644,0.0507,0.988
57,0.0708,0.0498,0.988
58,0.0734,0.0492,0.9876
59,0.0677,0.0491,0.9878
60,0.0699,0.0497,0.987
61,0.0654,0.0476,0.9875
62,0.0704,0.0499,0.9869
63,0.0713,0.0474,0.9876
64,0.0682,0.0527,0.9877
65,0.0692,0.049,0.9879
66,0.0699,0.0483,0.9883
67,0.0665,0.0492,0.9881
68,0.0699,0.0463,0.9883
69,0.0672,0.0486,0.9881
70,0.0632,0.0485,0.9886
71,0.0695,0.0476,0.9882
72,0.0661,0.046,0.9881
73,0.0664,0.0492,0.9878
74,0.0748,0.0478,0.9874
75,0.065,0.0474,0.9888
76,0.0686,0.0472,0.9874
77,0.0661,0.0465,0.9881
78,0.0673,0.0487,0.9878
79,0.0672,0.0491,0.9882
80,0.0615,0.0484,0.9878
81,0.0661,0.0464,0.9882
82,0.0683,0.0458,0.988
83,0.0635,0.0465,0.9888
84,0.0633,0.0474,0.9879
85,0.0635,0.0479,0.9883
86,0.061,0.0461,0.9889
87,0.0608,0.0482,0.9887
88,0.0668,0.0461,0.9882
89,0.0627,0.0478,0.9879
90,0.0668,0.0462,0.9878
91,0.0609,0.0473,0.9881
92,0.0584,0.0479,0.9884
93,0.0582,0.0468,0.9887
94,0.0591,0.048,0.9888
95,0.062,0.0475,0.9887
96,0.0595,0.0486,0.9887
97,0.0636,0.0472,0.9881
98,0.061,0.0471,0.9888
99,0.0613,0.0454,0.9891
100,0.0566,0.0465,0.9886
101,0.0594,0.045,0.9887
102,0.0606,0.0459,0.9889
103,0.0582,0.0457,0.9891
104,0.0603,0.0454,0.9888
105,0.0593,0.046,0.9886
106,0.0598,0.0447,0.989
107,0.0607,0.0464,0.9884
108,0.0577,0.0459,0.9889
109,0.0589,0.0458,0.9888
110,0.0595,0.0462,0.9888
111,0.0557,0.0467,0.9896
112,0.0605,0.0449,0.9891
113,0.0576,0.0458,0.9884
114,0.0563,0.0466,0.9891
115,0.0627,0.0469,0.9889
116,0.0611,0.0449,0.9888
117,0.0525,0.0459,0.9892
118,0.0555,0.0447,0.9897
119,0.0602,0.0444,0.9892
120,0.0587,0.0449,0.9895
121,0.0541,0.0447,0.99
122,0.0601,0.0458,0.9889
123,0.0572,0.0425,0.9896
124,0.0538,0.0457,0.9892
125,0.0543,0.0477,0.9886
126,0.0569,0.0464,0.989
127,0.0609,0.0455,0.989
128,0.0544,0.0466,0.9885
129,0.0593,0.046,0.9886
130,0.0536,0.046,0.9891
131,0.0568,0.0446,0.9895
132,0.0541,0.0441,0.9901
133,0.0595,0.0459,0.9898
134,0.0544,0.0451,0.9898
135,0.0548,0.0438,0.9891
136,0.059,0.0443,0.9898
137,0.055,0.0444,0.9899
138,0.0572,0.0426,0.9901
139,0.0558,0.0445,0.9903
140,0.0573,0.044,0.9899
141,0.0556,0.0445,0.9899
142,0.0512,0.0449,0.9895
143,0.0524,0.0447,0.9896
144,0.0532,0.0463,0.989
145,0.0535,0.0457,0.9897
146,0.0509,0.0457,0.9898
147,0.0566,0.0462,0.9891
148,0.0494,0.0469,0.9895
149,0.0567,0.0438,0.9901
150,0.0555,0.0421,0.9903
151,0.0551,0.0454,0.99
152,0.0529,0.0456,0.9893
153,0.0533,0.0435,0.9893
154,0.0518,0.0432,0.9894
155,0.0564,0.0441,0.989
156,0.0551,0.0453,0.9889
157,0.0514,0.0459,0.9889
158,0.0525,0.0452,0.9896
159,0.0537,0.0435,0.9899
160,0.0505,0.0472,0.9889
161,0.0511,0.0455,0.9895
162,0.0553,0.0453,0.9896
163,0.054,0.045,0.9896
164,0.0537,0.0453,0.9905
165,0.0498,0.0467,0.9893
166,0.0541,0.0451,0.9898
167,0.0551,0.0445,0.9898
168,0.0535,0.0447,0.9896
169,0.048,0.0467,0.9892
170,0.0529,0.0459,0.9893
171,0.0506,0.0464,0.9897
172,0.052,0.0448,0.9893
173,0.0531,0.0458,0.9897
174,0.0511,0.0469,0.9894
175,0.0527,0.0457,0.9888
176,0.0527,0.044,0.9896
177,0.0549,0.0443,0.9899
178,0.0513,0.0439,0.99
179,0.0514,0.0448,0.9897
180,0.0503,0.0445,0.9896
181,0.0475,0.0473,0.9897
182,0.0542,0.0456,0.9894
183,0.0558,0.044,0.9892
184,0.0477,0.0428,0.9898
185,0.0527,0.0457,0.989
186,0.0512,0.0447,0.9895
187,0.0502,0.0469,0.989
188,0.0495,0.0467,0.9892
189,0.0482,0.0459,0.9893
190,0.0505,0.0438,0.9895
191,0.0534,0.0436,0.9894
192,0.0517,0.0435,0.9892
193,0.0482,0.0449,0.9895
194,0.0535,0.0419,0.9895
195,0.0493,0.0428,0.9905
196,0.0533,0.0464,0.9891
197,0.0553,0.0451,0.9898
198,0.0495,0.0441,0.9896
199,0.052,0.0441,0.9894
200,0.0512,0.0458,0.9895
201,0.0561,0.0445,0.9899
202,0.0515,0.0461,0.9903
203,0.0482,0.0447,0.9891
204,0.056,0.0428,0.9903
205,0.0549,0.0435,0.9895
