Epoch,Training loss,Test loss,Test acc
1,2.0125,1.2138,0.7595
2,1.1469,0.5137,0.8733
3,0.8044,0.3426,0.909
4,0.642,0.2689,0.9223
5,0.5574,0.2293,0.9346
6,0.4908,0.2003,0.9403
7,0.4501,0.1822,0.9446
8,0.4176,0.1673,0.9485
9,0.3931,0.1564,0.9519
10,0.3671,0.1463,0.9552
11,0.3524,0.138,0.9583
12,0.3337,0.1315,0.9608
13,0.3236,0.127,0.9623
14,0.3086,0.1209,0.9636
15,0.2984,0.1162,0.9641
16,0.2918,0.1119,0.9654
17,0.2792,0.1085,0.9657
18,0.2703,0.1047,0.966
19,0.2672,0.1018,0.9678
20,0.253,0.0994,0.9687
21,0.2484,0.0974,0.9689
22,0.246,0.0944,0.9702
23,0.2398,0.0918,0.9706
24,0.2313,0.09,0.972
25,0.2327,0.0878,0.9725
26,0.2201,0.086,0.9728
27,0.2182,0.0843,0.974
28,0.2159,0.0818,0.9746
29,0.2124,0.0799,0.9753
30,0.2052,0.0797,0.9754
31,0.203,0.0784,0.9756
32,0.2058,0.076,0.9762
33,0.1946,0.0756,0.9766
34,0.1993,0.0745,0.9764
35,0.1887,0.0738,0.9772
36,0.1916,0.073,0.9773
37,0.1903,0.0706,0.9776
38,0.186,0.0699,0.9782
39,0.1763,0.0698,0.9784
40,0.1826,0.0676,0.9789
41,0.1748,0.0673,0.9789
42,0.1777,0.0664,0.9792
43,0.1741,0.0656,0.9795
44,0.1759,0.0647,0.98
45,0.175,0.0645,0.9798
46,0.1704,0.0635,0.9804
47,0.1668,0.063,0.9808
48,0.1622,0.0623,0.9804
49,0.1654,0.0613,0.9807
50,0.1617,0.0614,0.9807
51,0.1648,0.06,0.9809
52,0.1614,0.0591,0.9813
53,0.1627,0.0589,0.981
54,0.1561,0.0578,0.9816
55,0.1545,0.0573,0.9815
56,0.1499,0.0584,0.9816
57,0.1556,0.0573,0.9817
58,0.1539,0.0566,0.9819
59,0.1483,0.0561,0.982
60,0.1491,0.0553,0.9823
61,0.148,0.055,0.9823
62,0.1473,0.0543,0.9829
63,0.1449,0.0541,0.9825
64,0.1416,0.0542,0.9826
65,0.1471,0.0529,0.9832
66,0.1435,0.0529,0.983
67,0.145,0.0524,0.9835
68,0.141,0.0522,0.9835
69,0.1402,0.0521,0.9835
70,0.1389,0.0524,0.9832
71,0.1385,0.0516,0.9835
72,0.1375,0.0512,0.9836
73,0.1351,0.0511,0.9841
74,0.137,0.0508,0.9837
75,0.1343,0.0502,0.9846
76,0.134,0.0496,0.9845
77,0.1305,0.05,0.9842
78,0.1331,0.0489,0.9849
79,0.1336,0.0492,0.9845
80,0.1345,0.0482,0.9847
81,0.1331,0.0483,0.9852
82,0.1314,0.0483,0.9852
83,0.1299,0.0486,0.9852
84,0.134,0.0478,0.9849
85,0.1308,0.0481,0.9853
86,0.1254,0.0479,0.9854
87,0.1245,0.0474,0.9851
88,0.1274,0.0467,0.9855
89,0.1275,0.0474,0.9854
90,0.1257,0.047,0.9855
91,0.1249,0.0465,0.9858
92,0.1236,0.0468,0.9856
93,0.1277,0.0464,0.9855
94,0.1222,0.0471,0.9856
95,0.1269,0.0459,0.9855
96,0.1249,0.0462,0.986
97,0.1199,0.0458,0.9862
98,0.1208,0.0465,0.9857
99,0.123,0.0454,0.9859
100,0.119,0.0449,0.986
