Epoch,Training loss,Test loss,Test acc
1,2.0514,1.1718,0.752
2,1.0749,0.41,0.8883
3,0.6488,0.2575,0.9296
4,0.4908,0.2063,0.9407
5,0.4096,0.1716,0.9488
6,0.3524,0.1545,0.9519
7,0.3154,0.141,0.9561
8,0.3023,0.1285,0.961
9,0.2856,0.119,0.9627
10,0.2631,0.1131,0.9651
11,0.2279,0.1085,0.9659
12,0.2389,0.1051,0.9668
13,0.2031,0.1015,0.9693
14,0.2071,0.0989,0.9693
15,0.2144,0.0942,0.9707
16,0.1968,0.0935,0.9715
17,0.1952,0.0909,0.9728
18,0.1795,0.0885,0.9727
19,0.1724,0.0842,0.9734
20,0.1729,0.0816,0.9746
21,0.174,0.0811,0.9738
22,0.1609,0.0811,0.9755
23,0.1541,0.0798,0.9754
24,0.1607,0.0771,0.9762
25,0.1604,0.0736,0.977
26,0.1476,0.0738,0.9772
27,0.1534,0.0717,0.9778
28,0.152,0.0715,0.9791
29,0.1532,0.0703,0.9785
30,0.1472,0.0707,0.979
31,0.1374,0.0706,0.9791
32,0.1456,0.0673,0.9804
33,0.1437,0.0675,0.9798
34,0.1306,0.0664,0.9798
35,0.1302,0.0672,0.9803
36,0.1288,0.0673,0.9808
37,0.1339,0.0659,0.9806
38,0.1264,0.064,0.981
39,0.1253,0.0634,0.9808
40,0.1316,0.0619,0.9797
41,0.1257,0.0627,0.9801
42,0.119,0.0608,0.9821
43,0.1179,0.0604,0.982
44,0.1221,0.0606,0.9823
45,0.1154,0.0609,0.982
46,0.1179,0.0604,0.9833
47,0.1217,0.0568,0.9832
48,0.1081,0.0585,0.9836
49,0.1165,0.0571,0.9841
50,0.1165,0.0567,0.9834
51,0.1095,0.058,0.9837
52,0.1138,0.0564,0.9836
53,0.1052,0.0574,0.984
54,0.1102,0.0557,0.9833
55,0.109,0.056,0.9844
56,0.11,0.0517,0.9854
57,0.1119,0.0538,0.9845
58,0.1098,0.0524,0.9843
59,0.1045,0.0538,0.9847
60,0.098,0.0536,0.985
61,0.1006,0.0529,0.9853
62,0.1052,0.0526,0.9843
63,0.0963,0.0537,0.985
64,0.0943,0.0525,0.9857
65,0.1056,0.0518,0.986
66,0.1017,0.0511,0.986
67,0.1002,0.0494,0.986
68,0.0998,0.049,0.9866
69,0.0992,0.0501,0.986
70,0.0952,0.0495,0.9862
71,0.0955,0.0512,0.9863
72,0.1034,0.0513,0.9857
73,0.1004,0.0511,0.986
74,0.0873,0.0541,0.9856
75,0.0989,0.0476,0.9868
76,0.0903,0.0485,0.9871
77,0.0873,0.0489,0.9876
78,0.0904,0.0494,0.9863
79,0.0896,0.0491,0.9863
80,0.0891,0.0493,0.9864
81,0.092,0.0474,0.9865
82,0.0881,0.0468,0.9873
83,0.0966,0.0455,0.9873
84,0.0867,0.0475,0.9875
85,0.0867,0.0473,0.9866
86,0.0855,0.0476,0.9871
87,0.094,0.0451,0.9874
88,0.0838,0.0465,0.9871
89,0.0867,0.0464,0.9873
90,0.0918,0.0446,0.988
91,0.0894,0.0463,0.9873
92,0.0854,0.0464,0.9872
93,0.0857,0.0464,0.9877
